Species,MockCommunity,MinimumSeqQuality,Classifier,Database,F1_score,Recall,Precision
Botrytis_cinerea,Mock2,Qmin15,vtd,GSD,0.979224673,0.986194996,0.972352191
Botrytis_fabae,Mock2,Qmin15,vtd,GSD,0.964519141,0.947706422,0.981939163
Candida_boleticola,Mock2,Qmin15,vtd,GSD,0.985294118,0.983486239,0.987108656
Candida_caryicola,Mock2,Qmin15,vtd,GSD,0.980662983,0.97706422,0.984288355
Candida_catenulata,Mock2,Qmin15,vtd,GSD,0.983289358,0.985022026,0.981562774
Candida_dubliniensis,Mock2,Qmin15,vtd,GSD,0.967830882,0.966055046,0.96961326
Candida_glabrata,Mock2,Qmin15,vtd,GSD,0.930172254,0.920117259,0.940449438
Candida_metapsilosis,Mock2,Qmin15,vtd,GSD,0.975769813,0.974785678,0.976755937
Candida_parapsilosis,Mock2,Qmin15,vtd,GSD,0.982062081,0.989314896,0.974914834
Candida_tropicalis,Mock2,Qmin15,vtd,GSD,0.987453225,0.98334064,0.991600354
Candida_zeylanoides,Mock2,Qmin15,vtd,GSD,0.990954774,0.989959839,0.99195171
Cortinarius_globuliformis,Mock2,Qmin15,vtd,GSD,0.988473951,0.983486239,0.993512512
Cryptococcus_gattii_VGI,Mock2,Qmin15,vtd,GSD,0.982059562,0.980652096,0.983471074
Cryptococcus_neoformans_VNIII,Mock2,Qmin15,vtd,GSD,0.977310459,0.97713021,0.977490775
Cryptovalsa_ampelina,Mock2,Qmin15,vtd,GSD,0.994569434,0.992772328,0.996373057
Diaporthe_sp._CCL067,Mock2,Qmin15,vtd,GSD,0.994864048,0.995766556,0.993963175
Diplodia_seriata,Mock2,Qmin15,vtd,GSD,0.99586942,0.993090619,0.998663816
Entoleuca_sp._,Mock2,Qmin15,vtd,GSD,0.99421631,0.991349481,0.997099768
Erysiphe_necator,Mock2,Qmin15,vtd,GSD,0.994589433,0.992063492,0.997128271
Eutypa_lata,Mock2,Qmin15,vtd,GSD,0.992972303,0.992561983,0.993382961
Fusarium_proliferatum,Mock2,Qmin15,vtd,GSD,0.987712112,0.986749805,0.988676298
Fusarium_pseudograminearum,Mock2,Qmin15,vtd,GSD,0.989165073,0.987277354,0.991060026
Geotrichum_candidum,Mock2,Qmin15,vtd,GSD,0.994639175,0.997106242,0.992184286
Kluyveromyces_lactis,Mock2,Qmin15,vtd,GSD,0.98510882,0.983981693,0.986238532
Kluyveromyces_marxianus,Mock2,Qmin15,vtd,GSD,0.985839514,0.985839514,0.985839514
Kodamaea_ohmeri,Mock2,Qmin15,vtd,GSD,0.989676041,0.992148465,0.987215909
Leptosphaeria_maculans,Mock2,Qmin15,vtd,GSD,0.995382247,0.991313235,0.999484802
Penicillium_chrysogenum,Mock2,Qmin15,vtd,GSD,0.989281211,0.987413468,0.991156033
Pichia_kudriavzevii,Mock2,Qmin15,vtd,GSD,0.948833034,0.969724771,0.928822496
Pichia_membranifaciens,Mock2,Qmin15,vtd,GSD,0.963411792,0.989231874,0.938905292
Puccinia_graminis_,Mock2,Qmin15,vtd,GSD,0.986727558,0.983779169,0.989693673
Puccinia_striiformis_var_tritici,Mock2,Qmin15,vtd,GSD,0.977149979,0.97593361,0.978369384
Puccinia_triticina,Mock2,Qmin15,vtd,GSD,0.983365323,0.982108626,0.98462524
Pyrenophora_tritici-repentis,Mock2,Qmin15,vtd,GSD,0.992444444,0.991122947,0.99376947
Quambalaria_cyanescens,Mock2,Qmin15,vtd,GSD,0.993305706,0.992356688,0.994256541
Rhodotorula_mucilaginosa,Mock2,Qmin15,vtd,GSD,0.994415191,0.994891443,0.993939394
Scedosporium_aurantiacum,Mock2,Qmin15,vtd,GSD,0.978564772,0.963302752,0.994318182
Scedosporium_boydii,Mock2,Qmin15,vtd,GSD,0.986271676,0.991285403,0.981308411
Sclerotinia_sclerotiorum,Mock2,Qmin15,vtd,GSD,0.988318392,0.98724559,0.989393527
Sporisorium_scitamineum,Mock2,Qmin15,vtd,GSD,0.986000757,0.979699248,0.992383854
Trichomonascus_ciferrii,Mock2,Qmin15,vtd,GSD,0.994640123,0.993879112,0.995402299
Trichosporon_asahii,Mock2,Qmin15,vtd,GSD,0.993606619,0.990997749,0.996229261
Tuber_brumale,Mock2,Qmin15,vtd,GSD,0.993167399,0.992198927,0.994137763
Wickerhamomyces_anomalus,Mock2,Qmin15,vtd,GSD,0.984570597,0.980289855,0.988888889
Yamadazyma_mexicana,Mock2,Qmin15,vtd,GSD,0.994501554,0.994263862,0.994739359
Yamadazyma_scolyti,Mock2,Qmin15,vtd,GSD,0.996634885,0.995518207,0.997754071
Yarrowia_lipolytica,Mock2,Qmin15,vtd,GSD,0.939597315,0.94968909,0.929717764
Zymoseptoria_tritici,Mock2,Qmin15,vtd,GSD,0.993090742,0.988990826,0.997224792
Aspergillus_flavus,Mock2,Qmin15,mycoAIBert,GSD,0.971667441,0.959633028,0.984007526
Aspergillus_fumigatus,Mock2,Qmin15,mycoAIBert,GSD,0.980963481,0.978682171,0.983255452
Asteroma_sp._CCL060,Mock2,Qmin15,mycoAIBert,GSD,0.99563543,0.993849308,0.997427984
Austropuccinia_psidii,Mock2,Qmin15,mycoAIBert,GSD,0.990224571,0.989963022,0.990486258
Blastobotrys_adeninivorans,Mock2,Qmin15,mycoAIBert,GSD,0.984248944,0.98462721,0.983870968
Blastobotrys_proliferans,Mock2,Qmin15,mycoAIBert,GSD,0.990800368,0.988073394,0.993542435
Botrytis_cinerea,Mock2,Qmin15,mycoAIBert,GSD,0.873711861,0.932700604,0.821740783
Botrytis_fabae,Mock2,Qmin15,mycoAIBert,GSD,0.677730193,0.580733945,0.813624679
Candida_boleticola,Mock2,Qmin15,mycoAIBert,GSD,0.97979798,0.978899083,0.980698529
Candida_caryicola,Mock2,Qmin15,mycoAIBert,GSD,0.974311927,0.974311927,0.974311927
Candida_catenulata,Mock2,Qmin15,mycoAIBert,GSD,0.980650836,0.982378855,0.978928885
Candida_dubliniensis,Mock2,Qmin15,mycoAIBert,GSD,0.964749536,0.95412844,0.975609756
Candida_glabrata,Mock2,Qmin15,mycoAIBert,GSD,0.936867292,0.932576035,0.941198225
Candida_metapsilosis,Mock2,Qmin15,mycoAIBert,GSD,0.971990916,0.971255673,0.972727273
Candida_parapsilosis,Mock2,Qmin15,mycoAIBert,GSD,0.9807361,0.983972344,0.977521074
Candida_tropicalis,Mock2,Qmin15,mycoAIBert,GSD,0.979778213,0.987724682,0.971958585
Candida_zeylanoides,Mock2,Qmin15,mycoAIBert,GSD,0.982386175,0.989290495,0.975577558
Cortinarius_globuliformis,Mock2,Qmin15,mycoAIBert,GSD,0.988051471,0.986238532,0.989871087
Cryptococcus_gattii_VGI,Mock2,Qmin15,mycoAIBert,GSD,0.986919907,0.986743103,0.987096774
Cryptococcus_neoformans_VNIII,Mock2,Qmin15,mycoAIBert,GSD,0.982040363,0.978236813,0.985873606
Cryptovalsa_ampelina,Mock2,Qmin15,mycoAIBert,GSD,0.992508396,0.991739804,0.99327818
Diaporthe_sp._CCL067,Mock2,Qmin15,mycoAIBert,GSD,0.993946731,0.993045056,0.994850045
Diplodia_seriata,Mock2,Qmin15,mycoAIBert,GSD,0.994938732,0.992559128,0.997329773
Entoleuca_sp._,Mock2,Qmin15,mycoAIBert,GSD,0.993927126,0.99106113,0.996809745
Erysiphe_necator,Mock2,Qmin15,mycoAIBert,GSD,0.993322734,0.991746032,0.994904459
Eutypa_lata,Mock2,Qmin15,mycoAIBert,GSD,0.989690722,0.991735537,0.987654321
Fusarium_proliferatum,Mock2,Qmin15,mycoAIBert,GSD,0.986092067,0.980904131,0.991335171
Fusarium_pseudograminearum,Mock2,Qmin15,mycoAIBert,GSD,0.986875529,0.988549618,0.985207101
Geotrichum_candidum,Mock2,Qmin15,mycoAIBert,GSD,0.99259564,0.997519636,0.987720016
Kluyveromyces_lactis,Mock2,Qmin15,mycoAIBert,GSD,0.980582524,0.982265446,0.978905359
Kluyveromyces_marxianus,Mock2,Qmin15,mycoAIBert,GSD,0.981182796,0.984490897,0.977896852
Kodamaea_ohmeri,Mock2,Qmin15,mycoAIBert,GSD,0.985116938,0.992148465,0.978184377
Leptosphaeria_maculans,Mock2,Qmin15,mycoAIBert,GSD,0.992827869,0.990291262,0.995377504
Penicillium_chrysogenum,Mock2,Qmin15,mycoAIBert,GSD,0.988331757,0.986154814,0.990518331
Pichia_kudriavzevii,Mock2,Qmin15,mycoAIBert,GSD,0.93667426,0.943119266,0.930316742
Pichia_membranifaciens,Mock2,Qmin15,mycoAIBert,GSD,0.967273593,0.972481455,0.962121212
Puccinia_graminis_,Mock2,Qmin15,mycoAIBert,GSD,0.984181274,0.982640865,0.98572652
Puccinia_striiformis_var_tritici,Mock2,Qmin15,mycoAIBert,GSD,0.980785297,0.974273859,0.987384357
Puccinia_triticina,Mock2,Qmin15,mycoAIBert,GSD,0.977395734,0.980830671,0.973984772
Pyrenophora_tritici-repentis,Mock2,Qmin15,mycoAIBert,GSD,0.991578014,0.992898358,0.990261178
Quambalaria_cyanescens,Mock2,Qmin15,mycoAIBert,GSD,0.991094148,0.992356688,0.989834816
Rhodotorula_mucilaginosa,Mock2,Qmin15,mycoAIBert,GSD,0.994415191,0.994891443,0.993939394
Scedosporium_aurantiacum,Mock2,Qmin15,mycoAIBert,GSD,0.971140632,0.972477064,0.969807868
Scedosporium_boydii,Mock2,Qmin15,mycoAIBert,GSD,0.981474755,0.981118373,0.981831395
Sclerotinia_sclerotiorum,Mock2,Qmin15,mycoAIBert,GSD,0.986793737,0.983446404,0.990163934
Sporisorium_scitamineum,Mock2,Qmin15,mycoAIBert,GSD,0.986466165,0.986466165,0.986466165
Trichomonascus_ciferrii,Mock2,Qmin15,mycoAIBert,GSD,0.988099808,0.984697781,0.991525424
Trichosporon_asahii,Mock2,Qmin15,mycoAIBert,GSD,0.992297577,0.990622656,0.993978171
Tuber_brumale,Mock2,Qmin15,mycoAIBert,GSD,0.989283975,0.990248659,0.988321168
Wickerhamomyces_anomalus,Mock2,Qmin15,mycoAIBert,GSD,0.975958786,0.988405797,0.963821368
Yamadazyma_mexicana,Mock2,Qmin15,mycoAIBert,GSD,0.991644784,0.992829828,0.990462566
Yamadazyma_scolyti,Mock2,Qmin15,mycoAIBert,GSD,0.993844432,0.994957983,0.992733371
Yarrowia_lipolytica,Mock2,Qmin15,mycoAIBert,GSD,0.9571348,0.959299039,0.954980304
Zymoseptoria_tritici,Mock2,Qmin15,mycoAIBert,GSD,0.992183908,0.989908257,0.994470046
Aspergillus_flavus,Mock2,Qmin15,mycoAICNN,GSD,0.938304483,0.969724771,0.908856406
Aspergillus_fumigatus,Mock2,Qmin15,mycoAICNN,GSD,0.972047244,0.956976744,0.9876
Asteroma_sp._CCL060,Mock2,Qmin15,mycoAICNN,GSD,0.995639908,0.994874423,0.996406571
Austropuccinia_psidii,Mock2,Qmin15,mycoAICNN,GSD,0.989973615,0.991019546,0.988929889
Blastobotrys_adeninivorans,Mock2,Qmin15,mycoAICNN,GSD,0.982108869,0.991544965,0.972850679
Blastobotrys_proliferans,Mock2,Qmin15,mycoAICNN,GSD,0.989889706,0.988073394,0.991712707
Botrytis_cinerea,Mock2,Qmin15,mycoAICNN,GSD,0.977053399,0.982743745,0.971428571
Botrytis_fabae,Mock2,Qmin15,mycoAICNN,GSD,0.956682028,0.952293578,0.961111111
Candida_boleticola,Mock2,Qmin15,mycoAICNN,GSD,0.977388094,0.971559633,0.983286908
Candida_caryicola,Mock2,Qmin15,mycoAICNN,GSD,0.976421637,0.968807339,0.98415657
Candida_catenulata,Mock2,Qmin15,mycoAICNN,GSD,0.933777593,0.987665198,0.885466035
Candida_dubliniensis,Mock2,Qmin15,mycoAICNN,GSD,0.964847364,0.956880734,0.972947761
Candida_glabrata,Mock2,Qmin15,mycoAICNN,GSD,0.921999611,0.868449982,0.982587065
Candida_metapsilosis,Mock2,Qmin15,mycoAICNN,GSD,0.958995387,0.943519919,0.974986972
Candida_parapsilosis,Mock2,Qmin15,mycoAICNN,GSD,0.972338124,0.988686361,0.956521739
Candida_tropicalis,Mock2,Qmin15,mycoAICNN,GSD,0.98075647,0.971942131,0.989732143
Candida_zeylanoides,Mock2,Qmin15,mycoAICNN,GSD,0.975625823,0.991298527,0.960440986
Cortinarius_globuliformis,Mock2,Qmin15,mycoAICNN,GSD,0.984799632,0.980733945,0.988899167
Cryptococcus_gattii_VGI,Mock2,Qmin15,mycoAICNN,GSD,0.969355407,0.986026514,0.953238656
Cryptococcus_neoformans_VNIII,Mock2,Qmin15,mycoAICNN,GSD,0.965646705,0.948727407,0.983180428
Cryptovalsa_ampelina,Mock2,Qmin15,mycoAICNN,GSD,0.993010614,0.990191017,0.995846314
Diaporthe_sp._CCL067,Mock2,Qmin15,mycoAICNN,GSD,0.99351335,0.995766556,0.991270319
Diplodia_seriata,Mock2,Qmin15,mycoAICNN,GSD,0.995335199,0.992293383,0.998395722
Entoleuca_sp._,Mock2,Qmin15,mycoAICNN,GSD,0.993634259,0.990196078,0.9970964
Erysiphe_necator,Mock2,Qmin15,mycoAICNN,GSD,0.991753885,0.992698413,0.990811153
Eutypa_lata,Mock2,Qmin15,mycoAICNN,GSD,0.991735537,0.991735537,0.991735537
Fusarium_proliferatum,Mock2,Qmin15,mycoAICNN,GSD,0.984963874,0.982852689,0.987084149
Fusarium_pseudograminearum,Mock2,Qmin15,mycoAICNN,GSD,0.985993209,0.985156913,0.986830926
Geotrichum_candidum,Mock2,Qmin15,mycoAICNN,GSD,0.994431842,0.996692848,0.99218107
Kluyveromyces_lactis,Mock2,Qmin15,mycoAICNN,GSD,0.966694654,0.98798627,0.94630137
Kluyveromyces_marxianus,Mock2,Qmin15,mycoAICNN,GSD,0.984180411,0.985839514,0.982526882
Kodamaea_ohmeri,Mock2,Qmin15,mycoAICNN,GSD,0.987522282,0.988579586,0.986467236
Leptosphaeria_maculans,Mock2,Qmin15,mycoAICNN,GSD,0.992802057,0.986714359,0.998965339
Penicillium_chrysogenum,Mock2,Qmin15,mycoAICNN,GSD,0.98161421,0.991189427,0.972222222
Pichia_kudriavzevii,Mock2,Qmin15,mycoAICNN,GSD,0.940043764,0.985321101,0.89874477
Pichia_membranifaciens,Mock2,Qmin15,mycoAICNN,GSD,0.970648629,0.961474037,0.98
Puccinia_graminis_,Mock2,Qmin15,mycoAICNN,GSD,0.981361197,0.988901537,0.973934978
Puccinia_striiformis_var_tritici,Mock2,Qmin15,mycoAICNN,GSD,0.979403111,0.966804979,0.992333901
Puccinia_triticina,Mock2,Qmin15,mycoAICNN,GSD,0.976729153,0.965495208,0.9882276
Pyrenophora_tritici-repentis,Mock2,Qmin15,mycoAICNN,GSD,0.99578994,0.997336884,0.994247788
Quambalaria_cyanescens,Mock2,Qmin15,mycoAICNN,GSD,0.990761389,0.99044586,0.991077119
Rhodotorula_mucilaginosa,Mock2,Qmin15,mycoAICNN,GSD,0.992966752,0.991698595,0.994238156
Scedosporium_aurantiacum,Mock2,Qmin15,mycoAICNN,GSD,0.967272727,0.976146789,0.958558559
Scedosporium_boydii,Mock2,Qmin15,mycoAICNN,GSD,0.981380066,0.976034858,0.986784141
Sclerotinia_sclerotiorum,Mock2,Qmin15,mycoAICNN,GSD,0.98618142,0.978018996,0.994481236
Sporisorium_scitamineum,Mock2,Qmin15,mycoAICNN,GSD,0.981103553,0.97593985,0.986322188
Trichomonascus_ciferrii,Mock2,Qmin15,mycoAICNN,GSD,0.991570881,0.990053558,0.993092863
Trichosporon_asahii,Mock2,Qmin15,mycoAICNN,GSD,0.991523827,0.987246812,0.995838063
Tuber_brumale,Mock2,Qmin15,mycoAICNN,GSD,0.989294404,0.991223793,0.987372511
Wickerhamomyces_anomalus,Mock2,Qmin15,mycoAICNN,GSD,0.982933179,0.984927536,0.980946882
Yamadazyma_mexicana,Mock2,Qmin15,mycoAICNN,GSD,0.991171558,0.992829828,0.989518818
Yamadazyma_scolyti,Mock2,Qmin15,mycoAICNN,GSD,0.994957983,0.994957983,0.994957983
Yarrowia_lipolytica,Mock2,Qmin15,mycoAICNN,GSD,0.947538337,0.995477671,0.904004107
Zymoseptoria_tritici,Mock2,Qmin15,mycoAICNN,GSD,0.993560258,0.990825688,0.996309963
Aspergillus_flavus,Mock2,Qmin17,minimap2,GSD,0.628837932,0.742201835,0.545515846
Aspergillus_fumigatus,Mock2,Qmin17,minimap2,GSD,0.714250187,0.556589147,0.996530187
Asteroma_sp._CCL060,Mock2,Qmin17,minimap2,GSD,0.992,0.985135828,0.998960499
Austropuccinia_psidii,Mock2,Qmin17,minimap2,GSD,0.984868596,0.979926043,0.989861259
Blastobotrys_adeninivorans,Mock2,Qmin17,minimap2,GSD,0.987072243,0.997694081,0.976674191
Blastobotrys_proliferans,Mock2,Qmin17,minimap2,GSD,0.990859232,0.994495413,0.987249545
Botrytis_cinerea,Mock2,Qmin17,minimap2,GSD,0.978557505,0.974547023,0.982601131
Botrytis_fabae,Mock2,Qmin17,minimap2,GSD,0.950759319,0.947706422,0.953831948
Candida_boleticola,Mock2,Qmin17,minimap2,GSD,0.919232485,0.944954128,0.894874023
Candida_caryicola,Mock2,Qmin17,minimap2,GSD,0.934319269,0.985321101,0.888337469
Candida_catenulata,Mock2,Qmin17,minimap2,GSD,0.981707317,0.992951542,0.970714901
Candida_dubliniensis,Mock2,Qmin17,minimap2,GSD,0.968764147,0.981651376,0.956210903
Candida_glabrata,Mock2,Qmin17,minimap2,GSD,0.871499176,0.775375595,0.994828397
Candida_metapsilosis,Mock2,Qmin17,minimap2,GSD,0.968013885,0.984367121,0.952195122
Candida_parapsilosis,Mock2,Qmin17,minimap2,GSD,0.978403756,0.982401006,0.974438903
Candida_tropicalis,Mock2,Qmin17,minimap2,GSD,0.992527473,0.989916703,0.995152049
Candida_zeylanoides,Mock2,Qmin17,minimap2,GSD,0.967910936,0.989290495,0.947435897
Cortinarius_globuliformis,Mock2,Qmin17,minimap2,GSD,0.908017708,0.846788991,0.978791092
Cryptococcus_gattii_VGI,Mock2,Qmin17,minimap2,GSD,0.951064625,0.912217843,0.993367148
Cryptococcus_neoformans_VNIII,Mock2,Qmin17,minimap2,GSD,0.981181293,0.971228329,0.991340361
Cryptovalsa_ampelina,Mock2,Qmin17,minimap2,GSD,0.995599275,0.992772328,0.998442368
Diaporthe_sp._CCL067,Mock2,Qmin17,minimap2,GSD,0.993937557,0.991533112,0.996353692
Diplodia_seriata,Mock2,Qmin17,minimap2,GSD,0.993865031,0.99016742,0.997590361
Entoleuca_sp._,Mock2,Qmin17,minimap2,GSD,0.987168271,0.976066897,0.998525074
Erysiphe_necator,Mock2,Qmin17,minimap2,GSD,0.955071027,0.917777778,0.995523416
Eutypa_lata,Mock2,Qmin17,minimap2,GSD,0.987088713,0.979338843,0.994962217
Fusarium_proliferatum,Mock2,Qmin17,minimap2,GSD,0.970839813,0.973109899,0.968580295
Fusarium_pseudograminearum,Mock2,Qmin17,minimap2,GSD,0.976523799,0.961407973,0.992122538
Geotrichum_candidum,Mock2,Qmin17,minimap2,GSD,0.971819646,0.99793303,0.947038054
Kluyveromyces_lactis,Mock2,Qmin17,minimap2,GSD,0.955414013,0.986842105,0.925925926
Kluyveromyces_marxianus,Mock2,Qmin17,minimap2,GSD,0.979401993,0.99393122,0.965291421
Kodamaea_ohmeri,Mock2,Qmin17,minimap2,GSD,0.985362371,0.985010707,0.985714286
Leptosphaeria_maculans,Mock2,Qmin17,minimap2,GSD,0.993092863,0.991824221,0.994364754
Penicillium_chrysogenum,Mock2,Qmin17,minimap2,GSD,0.933292346,0.95531781,0.912259615
Pichia_kudriavzevii,Mock2,Qmin17,minimap2,GSD,0.94138387,0.979816514,0.905852417
Pichia_membranifaciens,Mock2,Qmin17,minimap2,GSD,0.879614767,0.786791098,0.997270246
Puccinia_graminis_,Mock2,Qmin17,minimap2,GSD,0.987558988,0.982640865,0.992526588
Puccinia_striiformis_var_tritici,Mock2,Qmin17,minimap2,GSD,0.973084886,0.975103734,0.97107438
Puccinia_triticina,Mock2,Qmin17,minimap2,GSD,0.982952718,0.976357827,0.989637306
Pyrenophora_tritici-repentis,Mock2,Qmin17,minimap2,GSD,0.896731407,0.840213049,0.961401727
Quambalaria_cyanescens,Mock2,Qmin17,minimap2,GSD,0.979631426,0.964968153,0.994747209
Rhodotorula_mucilaginosa,Mock2,Qmin17,minimap2,GSD,0.994260204,0.995530013,0.992993631
Scedosporium_aurantiacum,Mock2,Qmin17,minimap2,GSD,0.960261805,0.942201835,0.979027645
Scedosporium_boydii,Mock2,Qmin17,minimap2,GSD,0.983534577,0.976034858,0.991150442
Sclerotinia_sclerotiorum,Mock2,Qmin17,minimap2,GSD,0.986721424,0.978018996,0.99558011
Sporisorium_scitamineum,Mock2,Qmin17,minimap2,GSD,0.933649289,0.888721805,0.983361065
Trichomonascus_ciferrii,Mock2,Qmin17,minimap2,GSD,0.97755418,0.966335119,0.989036805
Trichosporon_asahii,Mock2,Qmin17,minimap2,GSD,0.974045235,0.985371343,0.96297654
Tuber_brumale,Mock2,Qmin17,minimap2,GSD,0.99144045,0.988298391,0.994602552
Wickerhamomyces_anomalus,Mock2,Qmin17,minimap2,GSD,0.988972722,0.987826087,0.990122022
Yamadazyma_mexicana,Mock2,Qmin17,minimap2,GSD,0.977652317,0.993307839,0.962482631
Yamadazyma_scolyti,Mock2,Qmin17,minimap2,GSD,0.987784564,0.996638655,0.979086406
Yarrowia_lipolytica,Mock2,Qmin17,minimap2,GSD,0.941586281,0.993216507,0.895058584
Zymoseptoria_tritici,Mock2,Qmin17,minimap2,GSD,0.985374771,0.988990826,0.981785064
Aspergillus_flavus,Mock2,Qmin17,kraken2,GSD,0.64190774,0.753211009,0.559264305
Aspergillus_fumigatus,Mock2,Qmin17,kraken2,GSD,0.714143426,0.555813953,0.998607242
Asteroma_sp._CCL060,Mock2,Qmin17,kraken2,GSD,0.991479473,0.984110712,0.998959417
Austropuccinia_psidii,Mock2,Qmin17,kraken2,GSD,0.98565356,0.979926043,0.991448423
Blastobotrys_adeninivorans,Mock2,Qmin17,kraken2,GSD,0.990818669,0.995388163,0.986290937
Blastobotrys_proliferans,Mock2,Qmin17,kraken2,GSD,0.990859232,0.994495413,0.987249545
Botrytis_cinerea,Mock2,Qmin17,kraken2,GSD,nan,0,nan
Botrytis_fabae,Mock2,Qmin17,kraken2,GSD,0.963103122,0.933944954,0.994140625
Candida_boleticola,Mock2,Qmin17,kraken2,GSD,0.981235698,0.983486239,0.978995434
Candida_caryicola,Mock2,Qmin17,kraken2,GSD,0.985720866,0.981651376,0.989824237
Candida_catenulata,Mock2,Qmin17,kraken2,GSD,0.924149241,0.992951542,0.864263804
Candida_dubliniensis,Mock2,Qmin17,kraken2,GSD,0.981532779,0.975229358,0.987918216
Candida_glabrata,Mock2,Qmin17,kraken2,GSD,0.883333333,0.796262367,0.991784573
Candida_metapsilosis,Mock2,Qmin17,kraken2,GSD,0.979446841,0.973272819,0.985699694
Candida_parapsilosis,Mock2,Qmin17,kraken2,GSD,0.982500795,0.970458831,0.994845361
Candida_tropicalis,Mock2,Qmin17,kraken2,GSD,0.986513376,0.97807979,0.995093666
Candida_zeylanoides,Mock2,Qmin17,kraken2,GSD,0.976805832,0.986613119,0.967191601
Cortinarius_globuliformis,Mock2,Qmin17,kraken2,GSD,0.879919273,0.8,0.977578475
Cryptococcus_gattii_VGI,Mock2,Qmin17,kraken2,GSD,0.951219512,0.908276603,0.998424577
Cryptococcus_neoformans_VNIII,Mock2,Qmin17,kraken2,GSD,0.981280419,0.966801918,0.996199164
Cryptovalsa_ampelina,Mock2,Qmin17,kraken2,GSD,0.996114996,0.992772328,0.999480249
Diaporthe_sp._CCL067,Mock2,Qmin17,kraken2,GSD,0.993632505,0.990928334,0.996351475
Diplodia_seriata,Mock2,Qmin17,kraken2,GSD,0.993732498,0.99016742,0.99732334
Entoleuca_sp._,Mock2,Qmin17,kraken2,GSD,0.987024348,0.976066897,0.99823061
Erysiphe_necator,Mock2,Qmin17,kraken2,GSD,0.956451613,0.941269841,0.972131148
Eutypa_lata,Mock2,Qmin17,kraken2,GSD,0.986677769,0.979338843,0.994127517
Fusarium_proliferatum,Mock2,Qmin17,kraken2,GSD,0.97086999,0.967653936,0.974107493
Fusarium_pseudograminearum,Mock2,Qmin17,kraken2,GSD,0.978373702,0.959287532,0.998234775
Geotrichum_candidum,Mock2,Qmin17,kraken2,GSD,0.99525871,0.99793303,0.992598684
Kluyveromyces_lactis,Mock2,Qmin17,kraken2,GSD,0.983944954,0.981693364,0.986206897
Kluyveromyces_marxianus,Mock2,Qmin17,kraken2,GSD,0.968081606,0.991908294,0.945372751
Kodamaea_ohmeri,Mock2,Qmin17,kraken2,GSD,0.987477639,0.985010707,0.989956958
Leptosphaeria_maculans,Mock2,Qmin17,kraken2,GSD,0.992831541,0.990802248,0.994869164
Penicillium_chrysogenum,Mock2,Qmin17,kraken2,GSD,0.938485317,0.95531781,0.922235723
Pichia_kudriavzevii,Mock2,Qmin17,kraken2,GSD,0.944665781,0.978899083,0.912745937
Pichia_membranifaciens,Mock2,Qmin17,kraken2,GSD,0.878864944,0.78559464,0.9972661
Puccinia_graminis_,Mock2,Qmin17,kraken2,GSD,0.987054085,0.976380194,0.997963933
Puccinia_striiformis_var_tritici,Mock2,Qmin17,kraken2,GSD,0.982000837,0.973443983,0.990709459
Puccinia_triticina,Mock2,Qmin17,kraken2,GSD,0.985441605,0.973162939,0.998034076
Pyrenophora_tritici-repentis,Mock2,Qmin17,kraken2,GSD,0.896094675,0.840213049,0.959939148
Quambalaria_cyanescens,Mock2,Qmin17,kraken2,GSD,0.972400513,0.964968153,0.979948254
Rhodotorula_mucilaginosa,Mock2,Qmin17,kraken2,GSD,0.994260204,0.995530013,0.992993631
Scedosporium_aurantiacum,Mock2,Qmin17,kraken2,GSD,0.966588235,0.942201835,0.992270531
Scedosporium_boydii,Mock2,Qmin17,kraken2,GSD,0.982378855,0.97167756,0.993318486
Sclerotinia_sclerotiorum,Mock2,Qmin17,kraken2,GSD,0.987508579,0.976119403,0.999166667
Sporisorium_scitamineum,Mock2,Qmin17,kraken2,GSD,0.928957529,0.904511278,0.954761905
Trichomonascus_ciferrii,Mock2,Qmin17,kraken2,GSD,0.978640777,0.964039786,0.993690852
Trichosporon_asahii,Mock2,Qmin17,kraken2,GSD,0.981689088,0.985371343,0.978034252
Tuber_brumale,Mock2,Qmin17,kraken2,GSD,0.993164063,0.99171136,0.994621027
Wickerhamomyces_anomalus,Mock2,Qmin17,kraken2,GSD,0.991846243,0.987246377,0.996489175
Yamadazyma_mexicana,Mock2,Qmin17,kraken2,GSD,0.992362768,0.993785851,0.990943756
Yamadazyma_scolyti,Mock2,Qmin17,kraken2,GSD,0.996636771,0.996078431,0.997195738
Yarrowia_lipolytica,Mock2,Qmin17,kraken2,GSD,0.941838649,0.993216507,0.895514781
Zymoseptoria_tritici,Mock2,Qmin17,kraken2,GSD,0.983576642,0.988990826,0.978221416
Aspergillus_flavus,Mock2,Qmin17,aodp,GSD,0.766713417,0.752293578,0.781696854
Aspergillus_fumigatus,Mock2,Qmin17,aodp,GSD,0.708354177,0.548837209,0.998589563
Asteroma_sp._CCL060,Mock2,Qmin17,aodp,GSD,0.992,0.985135828,0.998960499
Austropuccinia_psidii,Mock2,Qmin17,aodp,GSD,0.984844456,0.978341257,0.99143469
Blastobotrys_adeninivorans,Mock2,Qmin17,aodp,GSD,0.991204589,0.996156802,0.98630137
Blastobotrys_proliferans,Mock2,Qmin17,aodp,GSD,0.990850869,0.993577982,0.988138686
Botrytis_cinerea,Mock2,Qmin17,aodp,GSD,0.979940248,0.99050906,0.969594595
