Aspergillus_flavus,310,417
Aspergillus_fumigatus,231,231
Asteroma_sp_CCL060,393,393
Austropuccinia_psidii,391,392
Blastobotrys_adeninivorans,395,399
Blastobotrys_proliferans,397,397
Botrytis_cinerea,0,0
Botrytis_fabae,382,383
Candida_boleticola,395,401
Candida_caryicola,391,392
Candida_catenulata,398,421
Candida_dubliniensis,390,391
Candida_glabrata,306,311
Candida_metapsilosis,394,398
Candida_parapsilosis,391,395
Candida_tropicalis,392,395
Candida_zeylanoides,393,398
Cortinarius_globuliformis_CM4,308,310
Cryptococcus_gattii_VG_I,349,353
Cryptococcus_neoformans_VN_IIII,391,391
Cryptovalsa_ampelina,397,397
Diaporthe_sp_CCL067,396,402
Diplodia_seriata,395,397
Entoleuca_sp_CCL052,394,400
Erysiphe_necator,382,405
Eutypa_lata,389,390
Fusarium_proliferatum,392,394
Fusarium_pseudograminearum,387,387
Geotrichum_candidum,396,401
Kluyveromyces_lactis,391,397
Kluyveromyces_marxianus,391,402
Kodamaea_ohmeri,392,397
Leptosphaeria_maculans,394,397
Penicillium_chrysogenum,378,395
Pichia_kudriavzevii,395,409
Pichia_membranifaciens,303,304
Puccinia_graminis,388,390
Puccinia_striiformis_var_tritici,392,393
Puccinia_triticina,386,386
Pyrenophora_tritici-repentis,337,348
Quambalaria_cyanescens_CCL055,384,390
Rhodotorula_mucilaginosa,399,402
Scedosporium_aurantiacum,386,387
Scedosporium_boydii,386,390
Sclerotinia_sclerotiorum,387,387
Sporisorium_scitamineum,362,376
Trichomonascus_ciferrii,389,391
Trichosporon_asahii,393,403
Tuber_brumale,397,401
Wickerhamomyces_anomalus,393,395
Yamadazyma_mexicana,399,406
Yamadazyma_scolyti,397,402
Yarrowia_lipolytica,398,431
Zymoseptoria_tritici,392,395
