Aspergillus_flavus,313,417
Aspergillus_fumigatus,232,232
Asteroma_sp_CCL060,390,390
Austropuccinia_psidii,391,394
Blastobotrys_adeninivorans,398,400
Blastobotrys_proliferans,398,400
Botrytis_cinerea,0,0
Botrytis_fabae,381,381
Candida_boleticola,395,397
Candida_caryicola,390,395
Candida_catenulata,398,427
Candida_dubliniensis,389,392
Candida_glabrata,328,334
Candida_metapsilosis,384,392
Candida_parapsilosis,396,401
Candida_tropicalis,387,390
Candida_zeylanoides,392,396
Cortinarius_globuliformis_CM4,324,324
Cryptococcus_gattii_VG_I,363,364
Cryptococcus_neoformans_VN_IIII,387,390
Cryptovalsa_ampelina,397,397
Diaporthe_sp_CCL067,400,405
Diplodia_seriata,396,396
Entoleuca_sp_CCL052,393,395
Erysiphe_necator,377,402
Eutypa_lata,387,390
Fusarium_proliferatum,385,396
Fusarium_pseudograminearum,387,387
Geotrichum_candidum,399,403
Kluyveromyces_lactis,397,400
Kluyveromyces_marxianus,398,404
Kodamaea_ohmeri,392,395
Leptosphaeria_maculans,397,397
Penicillium_chrysogenum,378,396
Pichia_kudriavzevii,396,411
Pichia_membranifaciens,318,318
Puccinia_graminis,390,390
Puccinia_striiformis_var_tritici,389,390
Puccinia_triticina,391,391
Pyrenophora_tritici-repentis,330,342
Quambalaria_cyanescens_CCL055,391,397
Rhodotorula_mucilaginosa,397,402
Scedosporium_aurantiacum,384,384
Scedosporium_boydii,391,392
Sclerotinia_sclerotiorum,392,394
Sporisorium_scitamineum,364,381
Trichomonascus_ciferrii,380,380
Trichosporon_asahii,396,401
Tuber_brumale,398,399
Wickerhamomyces_anomalus,392,395
Yamadazyma_mexicana,398,403
Yamadazyma_scolyti,398,398
Yarrowia_lipolytica,398,432
Zymoseptoria_tritici,398,404
