Aspergillus_flavus,321,420
Aspergillus_fumigatus,213,214
Asteroma_sp_CCL060,392,396
Austropuccinia_psidii,396,399
Blastobotrys_adeninivorans,398,400
Blastobotrys_proliferans,396,397
Botrytis_cinerea,0,0
Botrytis_fabae,380,381
Candida_boleticola,395,406
Candida_caryicola,391,394
Candida_catenulata,399,419
Candida_dubliniensis,384,386
Candida_glabrata,313,319
Candida_metapsilosis,391,397
Candida_parapsilosis,384,385
Candida_tropicalis,391,393
Candida_zeylanoides,395,400
Cortinarius_globuliformis_CM4,301,302
Cryptococcus_gattii_VG_I,367,369
Cryptococcus_neoformans_VN_IIII,390,392
Cryptovalsa_ampelina,394,396
Diaporthe_sp_CCL067,396,400
Diplodia_seriata,396,398
Entoleuca_sp_CCL052,395,397
Erysiphe_necator,372,392
Eutypa_lata,396,396
Fusarium_proliferatum,394,408
Fusarium_pseudograminearum,384,386
Geotrichum_candidum,399,401
Kluyveromyces_lactis,395,402
Kluyveromyces_marxianus,396,409
Kodamaea_ohmeri,394,396
Leptosphaeria_maculans,393,395
Penicillium_chrysogenum,387,411
Pichia_kudriavzevii,390,413
Pichia_membranifaciens,317,318
Puccinia_graminis,394,394
Puccinia_striiformis_var_tritici,388,389
Puccinia_triticina,390,392
Pyrenophora_tritici-repentis,339,349
Quambalaria_cyanescens_CCL055,392,401
Rhodotorula_mucilaginosa,396,397
Scedosporium_aurantiacum,383,383
Scedosporium_boydii,385,388
Sclerotinia_sclerotiorum,392,395
Sporisorium_scitamineum,367,388
Trichomonascus_ciferrii,391,391
Trichosporon_asahii,395,405
Tuber_brumale,394,397
Wickerhamomyces_anomalus,390,391
Yamadazyma_mexicana,398,401
Yamadazyma_scolyti,400,401
Yarrowia_lipolytica,398,426
Zymoseptoria_tritici,397,402
