Aspergillus_flavus,310,424
Aspergillus_fumigatus,204,204
Asteroma_sp_CCL060,391,391
Austropuccinia_psidii,394,399
Blastobotrys_adeninivorans,397,401
Blastobotrys_proliferans,398,398
Botrytis_cinerea,0,0
Botrytis_fabae,367,368
Candida_boleticola,395,399
Candida_caryicola,395,396
Candida_catenulata,397,425
Candida_dubliniensis,386,392
Candida_glabrata,307,312
Candida_metapsilosis,389,394
Candida_parapsilosis,385,389
Candida_tropicalis,394,396
Candida_zeylanoides,394,399
Cortinarius_globuliformis_CM4,297,304
Cryptococcus_gattii_VG_I,357,362
Cryptococcus_neoformans_VN_IIII,387,390
Cryptovalsa_ampelina,396,396
Diaporthe_sp_CCL067,396,403
Diplodia_seriata,397,400
Entoleuca_sp_CCL052,394,395
Erysiphe_necator,373,397
Eutypa_lata,394,394
Fusarium_proliferatum,389,396
Fusarium_pseudograminearum,386,387
Geotrichum_candidum,396,398
Kluyveromyces_lactis,386,390
Kluyveromyces_marxianus,394,409
Kodamaea_ohmeri,391,392
Leptosphaeria_maculans,397,401
Penicillium_chrysogenum,386,408
Pichia_kudriavzevii,392,414
Pichia_membranifaciens,299,299
Puccinia_graminis,390,391
Puccinia_striiformis_var_tritici,385,387
Puccinia_triticina,384,384
Pyrenophora_tritici-repentis,342,350
Quambalaria_cyanescens_CCL055,393,397
Rhodotorula_mucilaginosa,396,398
Scedosporium_aurantiacum,388,389
Scedosporium_boydii,397,398
Sclerotinia_sclerotiorum,386,386
Sporisorium_scitamineum,368,386
Trichomonascus_ciferrii,387,387
Trichosporon_asahii,397,405
Tuber_brumale,395,398
Wickerhamomyces_anomalus,390,390
Yamadazyma_mexicana,398,400
Yamadazyma_scolyti,400,401
Yarrowia_lipolytica,397,430
Zymoseptoria_tritici,391,396
