Aspergillus_flavus,302,401
Aspergillus_fumigatus,236,236
Asteroma_sp_CCL060,397,400
Austropuccinia_psidii,395,399
Blastobotrys_adeninivorans,398,405
Blastobotrys_proliferans,399,400
Botrytis_cinerea,0,0
Botrytis_fabae,372,377
Candida_boleticola,397,402
Candida_caryicola,398,401
Candida_catenulata,395,419
Candida_dubliniensis,374,376
Candida_glabrata,326,331
Candida_metapsilosis,391,395
Candida_parapsilosis,385,389
Candida_tropicalis,394,396
Candida_zeylanoides,395,401
Cortinarius_globuliformis_CM4,326,329
Cryptococcus_gattii_VG_I,356,357
Cryptococcus_neoformans_VN_IIII,391,392
Cryptovalsa_ampelina,399,399
Diaporthe_sp_CCL067,398,402
Diplodia_seriata,396,396
Entoleuca_sp_CCL052,393,394
Erysiphe_necator,369,390
Eutypa_lata,394,394
Fusarium_proliferatum,390,398
Fusarium_pseudograminearum,387,389
Geotrichum_candidum,396,402
Kluyveromyces_lactis,390,391
Kluyveromyces_marxianus,395,406
Kodamaea_ohmeri,393,393
Leptosphaeria_maculans,397,398
Penicillium_chrysogenum,376,397
Pichia_kudriavzevii,389,402
Pichia_membranifaciens,307,307
Puccinia_graminis,394,395
Puccinia_striiformis_var_tritici,387,388
Puccinia_triticina,388,388
Pyrenophora_tritici-repentis,319,339
Quambalaria_cyanescens_CCL055,382,387
Rhodotorula_mucilaginosa,399,402
Scedosporium_aurantiacum,382,382
Scedosporium_boydii,387,388
Sclerotinia_sclerotiorum,389,391
Sporisorium_scitamineum,364,379
Trichomonascus_ciferrii,382,383
Trichosporon_asahii,395,405
Tuber_brumale,396,401
Wickerhamomyces_anomalus,395,396
Yamadazyma_mexicana,400,405
Yamadazyma_scolyti,397,399
Yarrowia_lipolytica,397,428
Zymoseptoria_tritici,395,399
