Aspergillus_flavus,307,404
Aspergillus_fumigatus,221,221
Asteroma_sp_CCL060,394,395
Austropuccinia_psidii,394,396
Blastobotrys_adeninivorans,396,399
Blastobotrys_proliferans,400,402
Botrytis_cinerea,0,0
Botrytis_fabae,384,384
Candida_boleticola,396,400
Candida_caryicola,393,396
Candida_catenulata,398,428
Candida_dubliniensis,392,393
Candida_glabrata,320,325
Candida_metapsilosis,394,400
Candida_parapsilosis,392,395
Candida_tropicalis,396,396
Candida_zeylanoides,390,399
Cortinarius_globuliformis_CM4,301,304
Cryptococcus_gattii_VG_I,361,362
Cryptococcus_neoformans_VN_IIII,385,387
Cryptovalsa_ampelina,397,399
Diaporthe_sp_CCL067,396,401
Diplodia_seriata,397,399
Entoleuca_sp_CCL052,389,389
Erysiphe_necator,381,408
Eutypa_lata,393,394
Fusarium_proliferatum,388,396
Fusarium_pseudograminearum,386,388
Geotrichum_candidum,399,401
Kluyveromyces_lactis,393,396
Kluyveromyces_marxianus,392,400
Kodamaea_ohmeri,393,396
Leptosphaeria_maculans,397,399
Penicillium_chrysogenum,384,413
Pichia_kudriavzevii,390,406
Pichia_membranifaciens,284,285
Puccinia_graminis,396,398
Puccinia_striiformis_var_tritici,389,390
Puccinia_triticina,392,393
Pyrenophora_tritici-repentis,334,342
Quambalaria_cyanescens_CCL055,383,393
Rhodotorula_mucilaginosa,399,403
Scedosporium_aurantiacum,377,381
Scedosporium_boydii,388,393
Sclerotinia_sclerotiorum,393,394
Sporisorium_scitamineum,358,372
Trichomonascus_ciferrii,393,395
Trichosporon_asahii,394,405
Tuber_brumale,392,394
Wickerhamomyces_anomalus,393,395
Yamadazyma_mexicana,398,402
Yamadazyma_scolyti,398,399
Yarrowia_lipolytica,396,429
Zymoseptoria_tritici,398,400
