Species,MockCommunity,MinimumSeqQuality,Database,Classifier,F1_score,Recall,Precision
Candida_tropicalis,Mock1,Qmin15,GSD,vtd,0.990738423,0.9895,0.99197995
Candida_zeylanoides,Mock1,Qmin15,GSD,vtd,0.987411883,0.9805,0.994421907
Cortinarius_globuliformis,Mock1,Qmin15,GSD,vtd,0.990218209,0.987,0.993457474
Cryptococcus_gattii_VGI,Mock1,Qmin15,GSD,vtd,0.97882939,0.9825,0.975186104
Cryptococcus_neoformans_VNIII,Mock1,Qmin15,GSD,vtd,0.980648404,0.9755,0.98585144
Cryptovalsa_ampelina,Mock1,Qmin15,GSD,vtd,0.993227991,0.99,0.996477101
Diaporthe_sp._CCL067,Mock1,Qmin15,GSD,vtd,0.98977811,0.9925,0.987071109
Diplodia_seriata,Mock1,Qmin15,GSD,vtd,0.994502749,0.995,0.994005994
Entoleuca_sp._,Mock1,Qmin15,GSD,vtd,0.991971902,0.9885,0.995468278
Erysiphe_necator,Mock1,Qmin15,GSD,vtd,0.992220828,0.9885,0.995969773
Eutypa_lata,Mock1,Qmin15,GSD,vtd,0.996993988,0.995,0.998995984
Fusarium_proliferatum,Mock1,Qmin15,GSD,vtd,0.985992996,0.9855,0.986486486
Fusarium_pseudograminearum,Mock1,Qmin15,GSD,vtd,0.98918783,0.9835,0.994941831
Geotrichum_candidum,Mock1,Qmin15,GSD,vtd,0.993503248,0.994,0.993006993
Kluyveromyces_lactis,Mock1,Qmin15,GSD,vtd,0.983565737,0.9875,0.979662698
Kluyveromyces_marxianus,Mock1,Qmin15,GSD,vtd,0.989526185,0.992,0.987064677
Kodamaea_ohmeri,Mock1,Qmin15,GSD,vtd,0.993,0.993,0.993
Leptosphaeria_maculans,Mock1,Qmin15,GSD,vtd,0.994002999,0.9945,0.993506494
Penicillium_chrysogenum,Mock1,Qmin15,GSD,vtd,0.991987982,0.9905,0.993480441
Pichia_kudriavzevii,Mock1,Qmin15,GSD,vtd,0.976926853,0.995,0.959498554
Pichia_membranifaciens,Mock1,Qmin15,GSD,vtd,0.931117534,0.9665,0.898234201
Puccinia_graminis_,Mock1,Qmin15,GSD,vtd,0.98283155,0.9875,0.978207033
Puccinia_striiformis_var_tritici,Mock1,Qmin15,GSD,vtd,0.985456369,0.9825,0.988430584
Puccinia_triticina,Mock1,Qmin15,GSD,vtd,0.984445559,0.981,0.987915408
Pyrenophora_tritici-repentis,Mock1,Qmin15,GSD,vtd,0.991495748,0.991,0.991991992
Quambalaria_cyanescens,Mock1,Qmin15,GSD,vtd,0.995744681,0.9945,0.996992481
Rhodotorula_mucilaginosa,Mock1,Qmin15,GSD,vtd,0.994002999,0.9945,0.993506494
Scedosporium_aurantiacum,Mock1,Qmin15,GSD,vtd,0.983025462,0.9845,0.981555334
Scedosporium_boydii,Mock1,Qmin15,GSD,vtd,0.985470942,0.9835,0.987449799
Sclerotinia_sclerotiorum,Mock1,Qmin15,GSD,vtd,0.982385506,0.976,0.988855117
Sporisorium_scitamineum,Mock1,Qmin15,GSD,vtd,0.987176264,0.9815,0.992918563
Trichomonascus_ciferrii,Mock1,Qmin15,GSD,vtd,0.995740416,0.9935,0.997990959
Trichosporon_asahii,Mock1,Qmin15,GSD,vtd,0.993987976,0.992,0.995983936
Tuber_brumale,Mock1,Qmin15,GSD,vtd,0.990262172,0.9915,0.989027431
Wickerhamomyces_anomalus,Mock1,Qmin15,GSD,vtd,0.988966901,0.986,0.99195171
Yamadazyma_mexicana,Mock1,Qmin15,GSD,vtd,0.992511233,0.994,0.991026919
Yamadazyma_scolyti,Mock1,Qmin15,GSD,vtd,0.995748937,0.9955,0.995997999
Yarrowia_lipolytica,Mock1,Qmin15,GSD,vtd,0.963662791,0.9945,0.934680451
Zymoseptoria_tritici,Mock1,Qmin15,GSD,vtd,0.993735906,0.9915,0.995981919
Aspergillus_flavus,Mock1,Qmin15,GSD,mycoAIBert,0.974603973,0.969,0.980273141
Aspergillus_fumigatus,Mock1,Qmin15,GSD,mycoAIBert,0.974153074,0.9705,0.977833753
Asteroma_sp._CCL060,Mock1,Qmin15,GSD,mycoAIBert,0.994228356,0.9905,0.997984887
Austropuccinia_psidii,Mock1,Qmin15,GSD,mycoAIBert,0.990752312,0.991,0.990504748
Blastobotrys_adeninivorans,Mock1,Qmin15,GSD,mycoAIBert,0.989468405,0.9865,0.992454728
Blastobotrys_proliferans,Mock1,Qmin15,GSD,mycoAIBert,0.991504248,0.992,0.991008991
Botrytis_cinerea,Mock1,Qmin15,GSD,mycoAIBert,0.792007266,0.872,0.725457571
Botrytis_fabae,Mock1,Qmin15,GSD,mycoAIBert,0.741622819,0.6695,0.83116077
Candida_boleticola,Mock1,Qmin15,GSD,mycoAIBert,0.988059701,0.993,0.983168317
Candida_caryicola,Mock1,Qmin15,GSD,mycoAIBert,0.989193265,0.984,0.994441637
Candida_catenulata,Mock1,Qmin15,GSD,mycoAIBert,0.993506494,0.9945,0.99251497
Candida_dubliniensis,Mock1,Qmin15,GSD,mycoAIBert,0.976315133,0.979,0.973644953
Candida_glabrata,Mock1,Qmin15,GSD,mycoAIBert,0.924060343,0.9035,0.945578231
Candida_metapsilosis,Mock1,Qmin15,GSD,mycoAIBert,0.973040439,0.9745,0.971585244
Candida_parapsilosis,Mock1,Qmin15,GSD,mycoAIBert,0.977137177,0.983,0.971343874
Candida_tropicalis,Mock1,Qmin15,GSD,mycoAIBert,0.984261804,0.985,0.983524713
Candida_zeylanoides,Mock1,Qmin15,GSD,mycoAIBert,0.988944724,0.984,0.993939394
Cortinarius_globuliformis,Mock1,Qmin15,GSD,mycoAIBert,0.990691824,0.9845,0.996962025
Cryptococcus_gattii_VGI,Mock1,Qmin15,GSD,mycoAIBert,0.981292093,0.9835,0.979094077
Cryptococcus_neoformans_VNIII,Mock1,Qmin15,GSD,mycoAIBert,0.981708845,0.9795,0.983927675
Cryptovalsa_ampelina,Mock1,Qmin15,GSD,mycoAIBert,0.991461577,0.987,0.995963673
Diaporthe_sp._CCL067,Mock1,Qmin15,GSD,mycoAIBert,0.988786444,0.992,0.985593641
Diplodia_seriata,Mock1,Qmin15,GSD,mycoAIBert,0.993017456,0.9955,0.990547264
Entoleuca_sp._,Mock1,Qmin15,GSD,mycoAIBert,0.9895,0.9895,0.9895
Erysiphe_necator,Mock1,Qmin15,GSD,mycoAIBert,0.99000999,0.991,0.989021956
Eutypa_lata,Mock1,Qmin15,GSD,mycoAIBert,0.994491738,0.993,0.995987964
Fusarium_proliferatum,Mock1,Qmin15,GSD,mycoAIBert,0.98647972,0.985,0.987963892
Fusarium_pseudograminearum,Mock1,Qmin15,GSD,mycoAIBert,0.987163353,0.9805,0.993917892
Geotrichum_candidum,Mock1,Qmin15,GSD,mycoAIBert,0.990267033,0.992,0.98854011
Kluyveromyces_lactis,Mock1,Qmin15,GSD,mycoAIBert,0.981708845,0.9795,0.983927675
Kluyveromyces_marxianus,Mock1,Qmin15,GSD,mycoAIBert,0.983254186,0.9835,0.983008496
Kodamaea_ohmeri,Mock1,Qmin15,GSD,mycoAIBert,0.989489489,0.9885,0.990480962
Leptosphaeria_maculans,Mock1,Qmin15,GSD,mycoAIBert,0.992503748,0.993,0.992007992
Penicillium_chrysogenum,Mock1,Qmin15,GSD,mycoAIBert,0.989737171,0.9885,0.990977444
Pichia_kudriavzevii,Mock1,Qmin15,GSD,mycoAIBert,0.975814413,0.9885,0.963450292
Pichia_membranifaciens,Mock1,Qmin15,GSD,mycoAIBert,0.942528736,0.9635,0.922450933
Puccinia_graminis_,Mock1,Qmin15,GSD,mycoAIBert,0.983408748,0.978,0.988877654
Puccinia_striiformis_var_tritici,Mock1,Qmin15,GSD,mycoAIBert,0.978309648,0.981,0.975634013
Puccinia_triticina,Mock1,Qmin15,GSD,mycoAIBert,0.984222389,0.9825,0.985950828
Pyrenophora_tritici-repentis,Mock1,Qmin15,GSD,mycoAIBert,0.99,0.99,0.99
Quambalaria_cyanescens,Mock1,Qmin15,GSD,mycoAIBert,0.990049751,0.995,0.985148515
Rhodotorula_mucilaginosa,Mock1,Qmin15,GSD,mycoAIBert,0.991756183,0.9925,0.99101348
Scedosporium_aurantiacum,Mock1,Qmin15,GSD,mycoAIBert,0.982298679,0.985,0.979612133
Scedosporium_boydii,Mock1,Qmin15,GSD,mycoAIBert,0.982982983,0.982,0.983967936
Sclerotinia_sclerotiorum,Mock1,Qmin15,GSD,mycoAIBert,0.980619179,0.974,0.987328941
Sporisorium_scitamineum,Mock1,Qmin15,GSD,mycoAIBert,0.987424547,0.9815,0.993421053
Trichomonascus_ciferrii,Mock1,Qmin15,GSD,mycoAIBert,0.994743429,0.9935,0.995989975
Trichosporon_asahii,Mock1,Qmin15,GSD,mycoAIBert,0.991234661,0.9895,0.992975414
Tuber_brumale,Mock1,Qmin15,GSD,mycoAIBert,0.990514229,0.992,0.989032901
Wickerhamomyces_anomalus,Mock1,Qmin15,GSD,mycoAIBert,0.984769039,0.986,0.983541147
Yamadazyma_mexicana,Mock1,Qmin15,GSD,mycoAIBert,0.989531406,0.9925,0.986580517
Yamadazyma_scolyti,Mock1,Qmin15,GSD,mycoAIBert,0.9922403,0.991,0.993483709
Yarrowia_lipolytica,Mock1,Qmin15,GSD,mycoAIBert,0.959724951,0.977,0.943050193
Zymoseptoria_tritici,Mock1,Qmin15,GSD,mycoAIBert,0.993486974,0.9915,0.995481928
Aspergillus_flavus,Mock1,Qmin15,GSD,mycoAICNN,0.968378447,0.957,0.980030722
Aspergillus_fumigatus,Mock1,Qmin15,GSD,mycoAICNN,0.972472472,0.9715,0.973446894
Asteroma_sp._CCL060,Mock1,Qmin15,GSD,mycoAICNN,0.993742178,0.9925,0.994987469
Austropuccinia_psidii,Mock1,Qmin15,GSD,mycoAICNN,0.988522954,0.9905,0.986553785
Blastobotrys_adeninivorans,Mock1,Qmin15,GSD,mycoAICNN,0.987006497,0.9875,0.986513487
Blastobotrys_proliferans,Mock1,Qmin15,GSD,mycoAICNN,0.993490235,0.992,0.994984955
Botrytis_cinerea,Mock1,Qmin15,GSD,mycoAICNN,0.981990995,0.9815,0.982482482
Botrytis_fabae,Mock1,Qmin15,GSD,mycoAICNN,0.969169567,0.9745,0.963897132
Candida_boleticola,Mock1,Qmin15,GSD,mycoAICNN,0.98381071,0.9875,0.980148883
Candida_caryicola,Mock1,Qmin15,GSD,mycoAICNN,0.988182047,0.9825,0.993930197
Candida_catenulata,Mock1,Qmin15,GSD,mycoAICNN,0.989306143,0.9945,0.984166254
Candida_dubliniensis,Mock1,Qmin15,GSD,mycoAICNN,0.971300225,0.973,0.969606378
Candida_glabrata,Mock1,Qmin15,GSD,mycoAICNN,0.919855222,0.8895,0.95235546
Candida_metapsilosis,Mock1,Qmin15,GSD,mycoAICNN,0.973323361,0.976,0.970661363
Candida_parapsilosis,Mock1,Qmin15,GSD,mycoAICNN,0.975743936,0.9755,0.975987994
Candida_tropicalis,Mock1,Qmin15,GSD,mycoAICNN,0.987462387,0.9845,0.990442656
Candida_zeylanoides,Mock1,Qmin15,GSD,mycoAICNN,0.985978968,0.9845,0.987462387
Cortinarius_globuliformis,Mock1,Qmin15,GSD,mycoAICNN,0.987933635,0.9825,0.993427705
Cryptococcus_gattii_VGI,Mock1,Qmin15,GSD,mycoAICNN,0.976476476,0.9755,0.97745491
Cryptococcus_neoformans_VNIII,Mock1,Qmin15,GSD,mycoAICNN,0.976546906,0.9785,0.974601594
Cryptovalsa_ampelina,Mock1,Qmin15,GSD,mycoAICNN,0.991959799,0.987,0.996969697
Diaporthe_sp._CCL067,Mock1,Qmin15,GSD,mycoAICNN,0.989027431,0.9915,0.986567164
Diplodia_seriata,Mock1,Qmin15,GSD,mycoAICNN,0.993754684,0.9945,0.993010484
Entoleuca_sp._,Mock1,Qmin15,GSD,mycoAICNN,0.989964877,0.9865,0.993454179
Erysiphe_necator,Mock1,Qmin15,GSD,mycoAICNN,0.989258056,0.99,0.988517224
Eutypa_lata,Mock1,Qmin15,GSD,mycoAICNN,0.996491228,0.994,0.998994975
Fusarium_proliferatum,Mock1,Qmin15,GSD,mycoAICNN,0.982587065,0.9875,0.977722772
Fusarium_pseudograminearum,Mock1,Qmin15,GSD,mycoAICNN,0.985360929,0.976,0.99490316
Geotrichum_candidum,Mock1,Qmin15,GSD,mycoAICNN,0.988780853,0.9915,0.986076579
Kluyveromyces_lactis,Mock1,Qmin15,GSD,mycoAICNN,0.979734801,0.979,0.980470706
Kluyveromyces_marxianus,Mock1,Qmin15,GSD,mycoAICNN,0.986253437,0.9865,0.986006997
Kodamaea_ohmeri,Mock1,Qmin15,GSD,mycoAICNN,0.991247812,0.991,0.991495748
Leptosphaeria_maculans,Mock1,Qmin15,GSD,mycoAICNN,0.993003498,0.9935,0.992507493
Penicillium_chrysogenum,Mock1,Qmin15,GSD,mycoAICNN,0.987297634,0.991,0.983622829
Pichia_kudriavzevii,Mock1,Qmin15,GSD,mycoAICNN,0.973091977,0.9945,0.952586207
Pichia_membranifaciens,Mock1,Qmin15,GSD,mycoAICNN,0.941860465,0.9315,0.952453988
Puccinia_graminis_,Mock1,Qmin15,GSD,mycoAICNN,0.981338641,0.986,0.976721149
Puccinia_striiformis_var_tritici,Mock1,Qmin15,GSD,mycoAICNN,0.980942828,0.978,0.983903421
Puccinia_triticina,Mock1,Qmin15,GSD,mycoAICNN,0.981909548,0.977,0.986868687
Pyrenophora_tritici-repentis,Mock1,Qmin15,GSD,mycoAICNN,0.990004998,0.9905,0.98951049
Quambalaria_cyanescens,Mock1,Qmin15,GSD,mycoAICNN,0.992259675,0.9935,0.991022444
Rhodotorula_mucilaginosa,Mock1,Qmin15,GSD,mycoAICNN,0.992748187,0.9925,0.992996498
Scedosporium_aurantiacum,Mock1,Qmin15,GSD,mycoAICNN,0.982403218,0.977,0.987866532
Scedosporium_boydii,Mock1,Qmin15,GSD,mycoAICNN,0.979094077,0.9835,0.974727453
Sclerotinia_sclerotiorum,Mock1,Qmin15,GSD,mycoAICNN,0.979438315,0.9765,0.982394366
Sporisorium_scitamineum,Mock1,Qmin15,GSD,mycoAICNN,0.988187987,0.983,0.993431026
Trichomonascus_ciferrii,Mock1,Qmin15,GSD,mycoAICNN,0.990766159,0.9925,0.989038366
Trichosporon_asahii,Mock1,Qmin15,GSD,mycoAICNN,0.991230268,0.989,0.993470618
Tuber_brumale,Mock1,Qmin15,GSD,mycoAICNN,0.984378874,0.9925,0.976389572
Wickerhamomyces_anomalus,Mock1,Qmin15,GSD,mycoAICNN,0.979176996,0.9875,0.970993117
Yamadazyma_mexicana,Mock1,Qmin15,GSD,mycoAICNN,0.988950276,0.9845,0.993440969
Yamadazyma_scolyti,Mock1,Qmin15,GSD,mycoAICNN,0.992286638,0.997,0.987617632
Yarrowia_lipolytica,Mock1,Qmin15,GSD,mycoAICNN,0.964380906,0.995,0.935590033
Zymoseptoria_tritici,Mock1,Qmin15,GSD,mycoAICNN,0.991495748,0.991,0.991991992
Aspergillus_flavus,Mock1,Qmin17,GSD,minimap2,0.749074759,0.759,0.739405748
Aspergillus_fumigatus,Mock1,Qmin17,GSD,minimap2,0.724960254,0.57,0.995633188
Asteroma_sp._CCL060,Mock1,Qmin17,GSD,minimap2,0.990452261,0.9855,0.995454545
Austropuccinia_psidii,Mock1,Qmin17,GSD,minimap2,0.987981973,0.9865,0.989468405
Blastobotrys_adeninivorans,Mock1,Qmin17,GSD,minimap2,0.989783205,0.993,0.986587183
Blastobotrys_proliferans,Mock1,Qmin17,GSD,minimap2,0.994753935,0.9955,0.994008987
Botrytis_cinerea,Mock1,Qmin17,GSD,minimap2,0.979469204,0.978,0.980942828
Botrytis_fabae,Mock1,Qmin17,GSD,minimap2,0.96731695,0.9545,0.980482794
Candida_boleticola,Mock1,Qmin17,GSD,minimap2,0.940735184,0.9405,0.940970485
Candida_caryicola,Mock1,Qmin17,GSD,minimap2,0.959649976,0.987,0.933774834
Candida_catenulata,Mock1,Qmin17,GSD,minimap2,0.991508492,0.9925,0.990518962
Candida_dubliniensis,Mock1,Qmin17,GSD,minimap2,0.976744186,0.9765,0.976988494
Candida_glabrata,Mock1,Qmin17,GSD,minimap2,0.868295423,0.773,0.990390775
Candida_metapsilosis,Mock1,Qmin17,GSD,minimap2,0.963672067,0.9815,0.946480231
Candida_parapsilosis,Mock1,Qmin17,GSD,minimap2,0.955463616,0.9815,0.930772878
Candida_tropicalis,Mock1,Qmin17,GSD,minimap2,0.989515726,0.991,0.988035892
Candida_zeylanoides,Mock1,Qmin17,GSD,minimap2,0.972481572,0.9895,0.956038647
Cortinarius_globuliformis,Mock1,Qmin17,GSD,minimap2,0.90348964,0.8285,0.993405276
Cryptococcus_gattii_VGI,Mock1,Qmin17,GSD,minimap2,0.947560657,0.908,0.990725586
Cryptococcus_neoformans_VNIII,Mock1,Qmin17,GSD,minimap2,0.979324256,0.971,0.987792472
Cryptovalsa_ampelina,Mock1,Qmin17,GSD,minimap2,0.994231252,0.991,0.997483644
Diaporthe_sp._CCL067,Mock1,Qmin17,GSD,minimap2,0.992522433,0.9955,0.989562624
Diplodia_seriata,Mock1,Qmin17,GSD,minimap2,0.994732882,0.9915,0.997986915
Entoleuca_sp._,Mock1,Qmin17,GSD,minimap2,0.988383838,0.9785,0.998469388
Erysiphe_necator,Mock1,Qmin17,GSD,minimap2,0.954085603,0.9195,0.991374663
Eutypa_lata,Mock1,Qmin17,GSD,minimap2,0.986875315,0.9775,0.996432212
Fusarium_proliferatum,Mock1,Qmin17,GSD,minimap2,0.9725,0.9725,0.9725
Fusarium_pseudograminearum,Mock1,Qmin17,GSD,minimap2,0.975411914,0.962,0.989203085
Geotrichum_candidum,Mock1,Qmin17,GSD,minimap2,0.955518153,0.9935,0.920333488
Kluyveromyces_lactis,Mock1,Qmin17,GSD,minimap2,0.964521654,0.9855,0.944417825
Kluyveromyces_marxianus,Mock1,Qmin17,GSD,minimap2,0.98630137,0.99,0.982630273
Kodamaea_ohmeri,Mock1,Qmin17,GSD,minimap2,0.983186951,0.9795,0.986901763
Leptosphaeria_maculans,Mock1,Qmin17,GSD,minimap2,0.99498998,0.993,0.996987952
Penicillium_chrysogenum,Mock1,Qmin17,GSD,minimap2,0.947893293,0.9505,0.945300845
Pichia_kudriavzevii,Mock1,Qmin17,GSD,minimap2,0.96785361,0.9785,0.957436399
Pichia_membranifaciens,Mock1,Qmin17,GSD,minimap2,0.867361307,0.77,0.992907801
Puccinia_graminis_,Mock1,Qmin17,GSD,minimap2,0.987728525,0.986,0.989463121
Puccinia_striiformis_var_tritici,Mock1,Qmin17,GSD,minimap2,0.982544903,0.971,0.99436764
Puccinia_triticina,Mock1,Qmin17,GSD,minimap2,0.986934673,0.982,0.991919192
Pyrenophora_tritici-repentis,Mock1,Qmin17,GSD,minimap2,0.890148448,0.8245,0.967155425
Quambalaria_cyanescens,Mock1,Qmin17,GSD,minimap2,0.980511263,0.9685,0.992824193
Rhodotorula_mucilaginosa,Mock1,Qmin17,GSD,minimap2,0.993027888,0.997,0.989087302
Scedosporium_aurantiacum,Mock1,Qmin17,GSD,minimap2,0.972574911,0.9575,0.988132095
Scedosporium_boydii,Mock1,Qmin17,GSD,minimap2,0.984110971,0.9755,0.992875318
Sclerotinia_sclerotiorum,Mock1,Qmin17,GSD,minimap2,0.98389532,0.9775,0.990374873
Sporisorium_scitamineum,Mock1,Qmin17,GSD,minimap2,0.939139559,0.895,0.98785872
Trichomonascus_ciferrii,Mock1,Qmin17,GSD,minimap2,0.979954326,0.9655,0.994848016
Trichosporon_asahii,Mock1,Qmin17,GSD,minimap2,0.971893491,0.9855,0.958657588
Tuber_brumale,Mock1,Qmin17,GSD,minimap2,0.989198694,0.9845,0.993942453
Wickerhamomyces_anomalus,Mock1,Qmin17,GSD,minimap2,0.985194479,0.9815,0.988916877
Yamadazyma_mexicana,Mock1,Qmin17,GSD,minimap2,0.969800292,0.9955,0.945394112
Yamadazyma_scolyti,Mock1,Qmin17,GSD,minimap2,0.985650668,0.996,0.975514202
Yarrowia_lipolytica,Mock1,Qmin17,GSD,minimap2,0.956228956,0.994,0.921223355
Zymoseptoria_tritici,Mock1,Qmin17,GSD,minimap2,0.989757682,0.9905,0.989016475
Aspergillus_flavus,Mock1,Qmin17,GSD,kraken2,0.759456119,0.768,0.751100244
Aspergillus_fumigatus,Mock1,Qmin17,GSD,kraken2,0.722630067,0.566,0.999117387
Asteroma_sp._CCL060,Mock1,Qmin17,GSD,kraken2,0.990198542,0.985,0.995452249
Austropuccinia_psidii,Mock1,Qmin17,GSD,kraken2,0.988229401,0.9865,0.989964877
Blastobotrys_adeninivorans,Mock1,Qmin17,GSD,kraken2,0.9925,0.9925,0.9925
Blastobotrys_proliferans,Mock1,Qmin17,GSD,kraken2,0.994254309,0.995,0.993509735
Botrytis_cinerea,Mock1,Qmin17,GSD,kraken2,nan,0,nan
Botrytis_fabae,Mock1,Qmin17,GSD,kraken2,0.968106996,0.941,0.996822034
Candida_boleticola,Mock1,Qmin17,GSD,kraken2,0.989016475,0.9905,0.987537388
Candida_caryicola,Mock1,Qmin17,GSD,kraken2,0.986713462,0.984,0.989441931
Candida_catenulata,Mock1,Qmin17,GSD,kraken2,0.963124697,0.9925,0.935438266
Candida_dubliniensis,Mock1,Qmin17,GSD,kraken2,0.980233147,0.967,0.993833505
Candida_glabrata,Mock1,Qmin17,GSD,kraken2,0.88410596,0.801,0.986453202
Candida_metapsilosis,Mock1,Qmin17,GSD,kraken2,0.977375566,0.972,0.98281092
Candida_parapsilosis,Mock1,Qmin17,GSD,kraken2,0.98234107,0.9735,0.991344196
Candida_tropicalis,Mock1,Qmin17,GSD,kraken2,0.990198542,0.985,0.995452249
Candida_zeylanoides,Mock1,Qmin17,GSD,kraken2,0.9835,0.9835,0.9835
Cortinarius_globuliformis,Mock1,Qmin17,GSD,kraken2,0.874194452,0.78,0.994263862
Cryptococcus_gattii_VGI,Mock1,Qmin17,GSD,kraken2,0.946733141,0.902,0.996134732
Cryptococcus_neoformans_VNIII,Mock1,Qmin17,GSD,kraken2,0.980511263,0.9685,0.992824193
Cryptovalsa_ampelina,Mock1,Qmin17,GSD,kraken2,0.994480682,0.991,0.997985901
Diaporthe_sp._CCL067,Mock1,Qmin17,GSD,kraken2,0.992271254,0.995,0.989557434
Diplodia_seriata,Mock1,Qmin17,GSD,kraken2,0.994982439,0.9915,0.998489426
Entoleuca_sp._,Mock1,Qmin17,GSD,kraken2,0.98813431,0.9785,0.997960224
Erysiphe_necator,Mock1,Qmin17,GSD,kraken2,0.943764059,0.944,0.943528236
Eutypa_lata,Mock1,Qmin17,GSD,kraken2,0.986363636,0.9765,0.996428571
Fusarium_proliferatum,Mock1,Qmin17,GSD,kraken2,0.972389558,0.9685,0.976310484
Fusarium_pseudograminearum,Mock1,Qmin17,GSD,kraken2,0.978377003,0.9615,0.995857069
Geotrichum_candidum,Mock1,Qmin17,GSD,kraken2,0.990034878,0.9935,0.986593843
Kluyveromyces_lactis,Mock1,Qmin17,GSD,kraken2,0.98792149,0.9815,0.994427558
Kluyveromyces_marxianus,Mock1,Qmin17,GSD,kraken2,0.983614697,0.9905,0.976824458
Kodamaea_ohmeri,Mock1,Qmin17,GSD,kraken2,0.986404834,0.9795,0.993407708
Leptosphaeria_maculans,Mock1,Qmin17,GSD,kraken2,0.994486216,0.992,0.996984925
Penicillium_chrysogenum,Mock1,Qmin17,GSD,kraken2,0.948839531,0.9505,0.947184853
Pichia_kudriavzevii,Mock1,Qmin17,GSD,kraken2,0.969082365,0.9795,0.958883994
Pichia_membranifaciens,Mock1,Qmin17,GSD,kraken2,0.868435912,0.769,0.997405966
Puccinia_graminis_,Mock1,Qmin17,GSD,kraken2,0.98813431,0.9785,0.997960224
Puccinia_striiformis_var_tritici,Mock1,Qmin17,GSD,kraken2,0.982491753,0.968,0.997424008
Puccinia_triticina,Mock1,Qmin17,GSD,kraken2,0.986592461,0.975,0.998463902
Pyrenophora_tritici-repentis,Mock1,Qmin17,GSD,kraken2,0.889908257,0.8245,0.966588511
Quambalaria_cyanescens,Mock1,Qmin17,GSD,kraken2,0.974346076,0.9685,0.980263158
Rhodotorula_mucilaginosa,Mock1,Qmin17,GSD,kraken2,0.993027888,0.997,0.989087302
Scedosporium_aurantiacum,Mock1,Qmin17,GSD,kraken2,0.97313891,0.951,0.996333159
Scedosporium_boydii,Mock1,Qmin17,GSD,kraken2,0.983067981,0.9725,0.993868166
Sclerotinia_sclerotiorum,Mock1,Qmin17,GSD,kraken2,0.987124464,0.9775,0.996940337
Sporisorium_scitamineum,Mock1,Qmin17,GSD,kraken2,0.931149219,0.9095,0.953854221
Trichomonascus_ciferrii,Mock1,Qmin17,GSD,kraken2,0.979643766,0.9625,0.997409326
Trichosporon_asahii,Mock1,Qmin17,GSD,kraken2,0.98132935,0.9855,0.977193852
Tuber_brumale,Mock1,Qmin17,GSD,kraken2,0.991474423,0.9885,0.994466801
Wickerhamomyces_anomalus,Mock1,Qmin17,GSD,kraken2,0.988430584,0.9825,0.994433198
Yamadazyma_mexicana,Mock1,Qmin17,GSD,kraken2,0.992769883,0.9955,0.990054699
Yamadazyma_scolyti,Mock1,Qmin17,GSD,kraken2,0.995,0.995,0.995
Yarrowia_lipolytica,Mock1,Qmin17,GSD,kraken2,0.955309947,0.994,0.919518964
Zymoseptoria_tritici,Mock1,Qmin17,GSD,kraken2,0.989016475,0.9905,0.987537388
Aspergillus_flavus,Mock1,Qmin17,GSD,aodp,0.821954485,0.7675,0.884726225
Aspergillus_fumigatus,Mock1,Qmin17,GSD,aodp,0.713596914,0.555,0.99909991
Asteroma_sp._CCL060,Mock1,Qmin17,GSD,aodp,0.990701181,0.9855,0.995957554
Austropuccinia_psidii,Mock1,Qmin17,GSD,aodp,0.986967419,0.9845,0.989447236
Blastobotrys_adeninivorans,Mock1,Qmin17,GSD,aodp,0.991491491,0.9905,0.99248497
Blastobotrys_proliferans,Mock1,Qmin17,GSD,aodp,0.994505495,0.9955,0.993512974
Botrytis_cinerea,Mock1,Qmin17,GSD,aodp,0.977832512,0.9925,0.963592233
Botrytis_fabae,Mock1,Qmin17,GSD,aodp,0.968123393,0.9415,0.996296296
Candida_boleticola,Mock1,Qmin17,GSD,aodp,0.992492492,0.9915,0.993486974
Candida_caryicola,Mock1,Qmin17,GSD,aodp,0.990466633,0.987,0.993957704
Candida_catenulata,Mock1,Qmin17,GSD,aodp,0.991752062,0.992,0.991504248
Candida_dubliniensis,Mock1,Qmin17,GSD,aodp,0.980353146,0.9855,0.975259772
Candida_glabrata,Mock1,Qmin17,GSD,aodp,0.859405941,0.7595,0.989576547
Candida_metapsilosis,Mock1,Qmin17,GSD,aodp,0.97618463,0.994,0.958996623
Candida_parapsilosis,Mock1,Qmin17,GSD,aodp,0.982606504,0.9745,0.990849009
Candida_tropicalis,Mock1,Qmin17,GSD,aodp,0.993739043,0.992,0.995484195
Candida_zeylanoides,Mock1,Qmin17,GSD,aodp,0.987813977,0.993,0.982681841
Cortinarius_globuliformis,Mock1,Qmin17,GSD,aodp,0.793373494,0.6585,0.997727273
Cryptococcus_gattii_VGI,Mock1,Qmin17,GSD,aodp,0.948244473,0.9115,0.988075881
Cryptococcus_neoformans_VNIII,Mock1,Qmin17,GSD,aodp,0.980501393,0.968,0.993329913
Cryptovalsa_ampelina,Mock1,Qmin17,GSD,aodp,0.994480682,0.991,0.997985901
Diaporthe_sp._CCL067,Mock1,Qmin17,GSD,aodp,0.992271254,0.995,0.989557434
Diplodia_seriata,Mock1,Qmin17,GSD,aodp,0.994234144,0.9915,0.996983409
Entoleuca_sp._,Mock1,Qmin17,GSD,aodp,0.988383838,0.9785,0.998469388
Erysiphe_necator,Mock1,Qmin17,GSD,aodp,0.967708867,0.944,0.992639327
