Species,MockCommunity,MinimumSeqQuality,Database,Classifier,F1_score,Recall,Precision
Eutypa_lata,Mock1,Qmin17,GSD,aodp,0.986875315,0.9775,0.996432212
Fusarium_proliferatum,Mock1,Qmin17,GSD,aodp,0.982147347,0.9765,0.987860395
Fusarium_pseudograminearum,Mock1,Qmin17,GSD,aodp,0.977596741,0.96,0.995850622
Geotrichum_candidum,Mock1,Qmin17,GSD,aodp,0.991764412,0.9935,0.990034878
Kluyveromyces_lactis,Mock1,Qmin17,GSD,aodp,0.987927565,0.982,0.993927126
Kluyveromyces_marxianus,Mock1,Qmin17,GSD,aodp,0.990752312,0.991,0.990504748
Kodamaea_ohmeri,Mock1,Qmin17,GSD,aodp,0.986404834,0.9795,0.993407708
Leptosphaeria_maculans,Mock1,Qmin17,GSD,aodp,0.965944272,0.936,0.997867804
Penicillium_chrysogenum,Mock1,Qmin17,GSD,aodp,0.95336008,0.9505,0.956237425
Pichia_kudriavzevii,Mock1,Qmin17,GSD,aodp,0.970326409,0.981,0.959882583
Pichia_membranifaciens,Mock1,Qmin17,GSD,aodp,0.868755292,0.7695,0.997407647
Puccinia_graminis_,Mock1,Qmin17,GSD,aodp,0.982578397,0.987,0.978196234
Puccinia_striiformis_var_tritici,Mock1,Qmin17,GSD,aodp,0.982749873,0.9685,0.997425335
Puccinia_triticina,Mock1,Qmin17,GSD,aodp,0.986342944,0.975,0.997952917
Pyrenophora_tritici-repentis,Mock1,Qmin17,GSD,aodp,0.890388769,0.8245,0.967723005
Quambalaria_cyanescens,Mock1,Qmin17,GSD,aodp,0.982500634,0.9685,0.996911992
Rhodotorula_mucilaginosa,Mock1,Qmin17,GSD,aodp,0.993027888,0.997,0.989087302
Scedosporium_aurantiacum,Mock1,Qmin17,GSD,aodp,0.973357016,0.959,0.988150438
Scedosporium_boydii,Mock1,Qmin17,GSD,aodp,0.985316456,0.973,0.997948718
Sclerotinia_sclerotiorum,Mock1,Qmin17,GSD,aodp,0.986100581,0.9755,0.996934083
Sporisorium_scitamineum,Mock1,Qmin17,GSD,aodp,0.932446809,0.8765,0.996022727
Trichomonascus_ciferrii,Mock1,Qmin17,GSD,aodp,0.981199187,0.9655,0.997417355
Trichosporon_asahii,Mock1,Qmin17,GSD,aodp,0.991199397,0.9855,0.996965099
Tuber_brumale,Mock1,Qmin17,GSD,aodp,0.990461847,0.9865,0.994455645
Wickerhamomyces_anomalus,Mock1,Qmin17,GSD,aodp,0.988182047,0.9825,0.993930197
Yamadazyma_mexicana,Mock1,Qmin17,GSD,aodp,0.993764031,0.996,0.991538079
Yamadazyma_scolyti,Mock1,Qmin17,GSD,aodp,0.996250937,0.9965,0.996001999
Yarrowia_lipolytica,Mock1,Qmin17,GSD,aodp,0.957841484,0.994,0.924221292
Zymoseptoria_tritici,Mock1,Qmin17,GSD,aodp,0.993729621,0.9905,0.996980372
Aspergillus_flavus,Mock1,Qmin17,GSD,dnabarcoder,0.756109726,0.758,0.754228856
Aspergillus_fumigatus,Mock1,Qmin17,GSD,dnabarcoder,0.71629393,0.5605,0.992035398
Asteroma_sp._CCL060,Mock1,Qmin17,GSD,dnabarcoder,0.977921111,0.9855,0.970457903
Austropuccinia_psidii,Mock1,Qmin17,GSD,dnabarcoder,0.987487487,0.9865,0.988476954
Blastobotrys_adeninivorans,Mock1,Qmin17,GSD,dnabarcoder,0.992255808,0.993,0.991512731
Blastobotrys_proliferans,Mock1,Qmin17,GSD,dnabarcoder,0.984912194,0.9955,0.974547234
Botrytis_cinerea,Mock1,Qmin17,GSD,dnabarcoder,0.655188905,0.685,0.627864345
Botrytis_fabae,Mock1,Qmin17,GSD,dnabarcoder,0.604775959,0.5635,0.652576723
Candida_boleticola,Mock1,Qmin17,GSD,dnabarcoder,0.984174085,0.995,0.973581213
Candida_caryicola,Mock1,Qmin17,GSD,dnabarcoder,0.968359088,0.987,0.950409244
Candida_catenulata,Mock1,Qmin17,GSD,dnabarcoder,0.961957839,0.9925,0.933239304
Candida_dubliniensis,Mock1,Qmin17,GSD,dnabarcoder,0.981523665,0.9695,0.993849308
Candida_glabrata,Mock1,Qmin17,GSD,dnabarcoder,0.865032403,0.7675,0.990961911
Candida_metapsilosis,Mock1,Qmin17,GSD,dnabarcoder,0.977386935,0.9725,0.982323232
Candida_parapsilosis,Mock1,Qmin17,GSD,dnabarcoder,0.978996788,0.9905,0.967757694
Candida_tropicalis,Mock1,Qmin17,GSD,dnabarcoder,0.988095238,0.996,0.980314961
Candida_zeylanoides,Mock1,Qmin17,GSD,dnabarcoder,0.982044888,0.9845,0.97960199
Cortinarius_globuliformis,Mock1,Qmin17,GSD,dnabarcoder,0.950221527,0.9115,0.992378879
Cryptococcus_gattii_VGI,Mock1,Qmin17,GSD,dnabarcoder,0.946484785,0.902,0.995584989
Cryptococcus_neoformans_VNIII,Mock1,Qmin17,GSD,dnabarcoder,0.978926242,0.9755,0.982376636
Cryptovalsa_ampelina,Mock1,Qmin17,GSD,dnabarcoder,0.974182444,0.9905,0.958393807
Diaporthe_sp._CCL067,Mock1,Qmin17,GSD,dnabarcoder,0.992275106,0.9955,0.989071038
Diplodia_seriata,Mock1,Qmin17,GSD,dnabarcoder,0.99448345,0.9915,0.997484909
Entoleuca_sp._,Mock1,Qmin17,GSD,dnabarcoder,0.98813431,0.9785,0.997960224
Erysiphe_necator,Mock1,Qmin17,GSD,dnabarcoder,0.967213115,0.944,0.991596639
Eutypa_lata,Mock1,Qmin17,GSD,dnabarcoder,0.986875315,0.9775,0.996432212
Fusarium_proliferatum,Mock1,Qmin17,GSD,dnabarcoder,0.977833753,0.9705,0.985279188
Fusarium_pseudograminearum,Mock1,Qmin17,GSD,dnabarcoder,0.971069182,0.965,0.97721519
Geotrichum_candidum,Mock1,Qmin17,GSD,dnabarcoder,0.992015968,0.994,0.990039841
Kluyveromyces_lactis,Mock1,Qmin17,GSD,dnabarcoder,0.982204647,0.9935,0.971163245
Kluyveromyces_marxianus,Mock1,Qmin17,GSD,dnabarcoder,0.991022444,0.9935,0.988557214
Kodamaea_ohmeri,Mock1,Qmin17,GSD,dnabarcoder,0.98417483,0.9795,0.988894498
Leptosphaeria_maculans,Mock1,Qmin17,GSD,dnabarcoder,0.99498998,0.993,0.996987952
Penicillium_chrysogenum,Mock1,Qmin17,GSD,dnabarcoder,0.931896129,0.951,0.913544669
Pichia_kudriavzevii,Mock1,Qmin17,GSD,dnabarcoder,0.970282318,0.9795,0.961236506
Pichia_membranifaciens,Mock1,Qmin17,GSD,dnabarcoder,0.870396401,0.774,0.994219653
Puccinia_graminis_,Mock1,Qmin17,GSD,dnabarcoder,0.988389702,0.979,0.997961264
Puccinia_striiformis_var_tritici,Mock1,Qmin17,GSD,dnabarcoder,0.982491753,0.968,0.997424008
Puccinia_triticina,Mock1,Qmin17,GSD,dnabarcoder,0.985059761,0.989,0.981150794
Pyrenophora_tritici-repentis,Mock1,Qmin17,GSD,dnabarcoder,0.889908257,0.8245,0.966588511
Quambalaria_cyanescens,Mock1,Qmin17,GSD,dnabarcoder,0.97803585,0.9685,0.987761346
Rhodotorula_mucilaginosa,Mock1,Qmin17,GSD,dnabarcoder,0.993027888,0.997,0.989087302
Scedosporium_aurantiacum,Mock1,Qmin17,GSD,dnabarcoder,0.972876151,0.9505,0.996331237
Scedosporium_boydii,Mock1,Qmin17,GSD,dnabarcoder,0.98271976,0.981,0.984445559
Sclerotinia_sclerotiorum,Mock1,Qmin17,GSD,dnabarcoder,0.977511244,0.978,0.977022977
Sporisorium_scitamineum,Mock1,Qmin17,GSD,dnabarcoder,0.943684211,0.8965,0.996111111
Trichomonascus_ciferrii,Mock1,Qmin17,GSD,dnabarcoder,0.98094028,0.965,0.997416021
Trichosporon_asahii,Mock1,Qmin17,GSD,dnabarcoder,0.979865772,0.9855,0.974295601
Tuber_brumale,Mock1,Qmin17,GSD,dnabarcoder,0.973638827,0.988,0.959689169
Wickerhamomyces_anomalus,Mock1,Qmin17,GSD,dnabarcoder,0.986686762,0.982,0.991418476
Yamadazyma_mexicana,Mock1,Qmin17,GSD,dnabarcoder,0.993516209,0.996,0.991044776
Yamadazyma_scolyti,Mock1,Qmin17,GSD,dnabarcoder,0.985657765,0.9965,0.975048924
Yarrowia_lipolytica,Mock1,Qmin17,GSD,dnabarcoder,0.953934741,0.994,0.91697417
Zymoseptoria_tritici,Mock1,Qmin17,GSD,dnabarcoder,0.990252437,0.9905,0.990004998
Aspergillus_flavus,Mock1,Qmin17,GSD,emu,0.755017509,0.772832483,0.738005354
Aspergillus_fumigatus,Mock1,Qmin17,GSD,emu,0.73213505,0.577455075,1
Asteroma_sp._CCL060,Mock1,Qmin17,GSD,emu,0.992954017,0.992,0.99390987
Austropuccinia_psidii,Mock1,Qmin17,GSD,emu,0.996235885,0.9925,1
Blastobotrys_adeninivorans,Mock1,Qmin17,GSD,emu,0.999249437,0.9985,1
Blastobotrys_proliferans,Mock1,Qmin17,GSD,emu,1,1,1
Botrytis_cinerea,Mock1,Qmin17,GSD,emu,0.998748436,0.9975,1
Botrytis_fabae,Mock1,Qmin17,GSD,emu,0.98657208,0.9735,1
Candida_boleticola,Mock1,Qmin17,GSD,emu,0.97582615,0.952793463,1
Candida_caryicola,Mock1,Qmin17,GSD,emu,0.937285015,0.994,0.886692698
Candida_catenulata,Mock1,Qmin17,GSD,emu,0.992268066,0.997,0.987580836
Candida_dubliniensis,Mock1,Qmin17,GSD,emu,0.998998999,0.998,1
Candida_glabrata,Mock1,Qmin17,GSD,emu,0.869442881,0.782020536,0.978871232
Candida_metapsilosis,Mock1,Qmin17,GSD,emu,0.994761513,1,0.989577624
Candida_parapsilosis,Mock1,Qmin17,GSD,emu,0.995505027,0.9995,0.991541862
Candida_tropicalis,Mock1,Qmin17,GSD,emu,0.99949975,0.999,1
Candida_zeylanoides,Mock1,Qmin17,GSD,emu,0.98153682,0.9985,0.965140375
Cortinarius_globuliformis,Mock1,Qmin17,GSD,emu,0.931140012,0.871152463,1
Cryptococcus_gattii_VGI,Mock1,Qmin17,GSD,emu,0.956975228,0.9175,1
Cryptococcus_neoformans_VNIII,Mock1,Qmin17,GSD,emu,0.966494259,0.9885,0.945446953
Cryptovalsa_ampelina,Mock1,Qmin17,GSD,emu,0.999749937,0.9995,1
Diaporthe_sp._CCL067,Mock1,Qmin17,GSD,emu,0.999749937,0.9995,1
Diplodia_seriata,Mock1,Qmin17,GSD,emu,0.997744926,0.9955,1
Entoleuca_sp._,Mock1,Qmin17,GSD,emu,0.991427131,0.983,1
Erysiphe_necator,Mock1,Qmin17,GSD,emu,0.971626389,0.954192405,0.9897093
Eutypa_lata,Mock1,Qmin17,GSD,emu,0.991935484,0.984,1
Fusarium_proliferatum,Mock1,Qmin17,GSD,emu,0.984200182,0.985,0.983401661
Fusarium_pseudograminearum,Mock1,Qmin17,GSD,emu,0.984204195,0.968899646,1
Geotrichum_candidum,Mock1,Qmin17,GSD,emu,0.994958824,1,0.98996822
Kluyveromyces_lactis,Mock1,Qmin17,GSD,emu,1,1,1
Kluyveromyces_marxianus,Mock1,Qmin17,GSD,emu,0.999249437,0.9985,1
Kodamaea_ohmeri,Mock1,Qmin17,GSD,emu,0.993204128,0.9865,1
Leptosphaeria_maculans,Mock1,Qmin17,GSD,emu,0.997493734,0.995,1
Penicillium_chrysogenum,Mock1,Qmin17,GSD,emu,0.957440639,0.9565,0.958383129
Pichia_kudriavzevii,Mock1,Qmin17,GSD,emu,0.978522999,0.9865,0.97067397
Pichia_membranifaciens,Mock1,Qmin17,GSD,emu,0.876404494,0.78,1
Puccinia_graminis_,Mock1,Qmin17,GSD,emu,0.99949975,0.999,1
Puccinia_striiformis_var_tritici,Mock1,Qmin17,GSD,emu,0.990686594,0.988,0.993387838
Puccinia_triticina,Mock1,Qmin17,GSD,emu,0.996235885,0.9925,1
Pyrenophora_tritici-repentis,Mock1,Qmin17,GSD,emu,0.893184108,0.8265,0.971573078
Quambalaria_cyanescens,Mock1,Qmin17,GSD,emu,0.985286657,0.971,1
Rhodotorula_mucilaginosa,Mock1,Qmin17,GSD,emu,0.998748436,0.9975,1
Scedosporium_aurantiacum,Mock1,Qmin17,GSD,emu,0.983223183,0.967,1
Scedosporium_boydii,Mock1,Qmin17,GSD,emu,0.991681371,0.9835,1
Sclerotinia_sclerotiorum,Mock1,Qmin17,GSD,emu,0.998246932,0.9965,1
Sporisorium_scitamineum,Mock1,Qmin17,GSD,emu,0.961199103,0.925296759,1
Trichomonascus_ciferrii,Mock1,Qmin17,GSD,emu,0.985286657,0.971,1
Trichosporon_asahii,Mock1,Qmin17,GSD,emu,0.958337788,0.989,0.92951966
Tuber_brumale,Mock1,Qmin17,GSD,emu,0.98340868,0.995,0.972084318
Wickerhamomyces_anomalus,Mock1,Qmin17,GSD,emu,0.992950655,0.986,1
Yamadazyma_mexicana,Mock1,Qmin17,GSD,emu,0.998998999,0.998,1
Yamadazyma_scolyti,Mock1,Qmin17,GSD,emu,1,1,1
Yarrowia_lipolytica,Mock1,Qmin17,GSD,emu,0.960297538,0.9975,0.925770286
Zymoseptoria_tritici,Mock1,Qmin17,GSD,emu,0.995983936,0.992,1
Aspergillus_flavus,Mock1,Qmin17,GSD,vtd,0.976377953,0.961,0.992256066
Aspergillus_fumigatus,Mock1,Qmin17,GSD,vtd,0.979889392,0.9745,0.985338726
Asteroma_sp._CCL060,Mock1,Qmin17,GSD,vtd,0.992733651,0.9905,0.994977398
Austropuccinia_psidii,Mock1,Qmin17,GSD,vtd,0.991525424,0.9945,0.988568588
Blastobotrys_adeninivorans,Mock1,Qmin17,GSD,vtd,0.991752062,0.992,0.991504248
Blastobotrys_proliferans,Mock1,Qmin17,GSD,vtd,0.994005994,0.995,0.993013972
Botrytis_cinerea,Mock1,Qmin17,GSD,vtd,0.978755311,0.979,0.978510745
Botrytis_fabae,Mock1,Qmin17,GSD,vtd,0.975037444,0.9765,0.973579262
Candida_boleticola,Mock1,Qmin17,GSD,vtd,0.986097319,0.993,0.979289941
Candida_caryicola,Mock1,Qmin17,GSD,vtd,0.986191313,0.982,0.990418558
Candida_catenulata,Mock1,Qmin17,GSD,vtd,0.991504248,0.992,0.991008991
Candida_dubliniensis,Mock1,Qmin17,GSD,vtd,0.97919278,0.9765,0.981900452
Candida_glabrata,Mock1,Qmin17,GSD,vtd,0.938481338,0.9115,0.967108753
Candida_metapsilosis,Mock1,Qmin17,GSD,vtd,0.973618716,0.978,0.969276511
Candida_parapsilosis,Mock1,Qmin17,GSD,vtd,0.973240833,0.982,0.964636542
Candida_tropicalis,Mock1,Qmin17,GSD,vtd,0.991739675,0.9905,0.992982456
Candida_zeylanoides,Mock1,Qmin17,GSD,vtd,0.986177432,0.981,0.991409803
Cortinarius_globuliformis,Mock1,Qmin17,GSD,vtd,0.99047619,0.988,0.992964824
Cryptococcus_gattii_VGI,Mock1,Qmin17,GSD,vtd,0.97571965,0.9745,0.976942356
Cryptococcus_neoformans_VNIII,Mock1,Qmin17,GSD,vtd,0.967176146,0.965,0.96936213
Cryptovalsa_ampelina,Mock1,Qmin17,GSD,vtd,0.99347717,0.99,0.996978852
Diaporthe_sp._CCL067,Mock1,Qmin17,GSD,vtd,0.990779965,0.994,0.987580725
Diplodia_seriata,Mock1,Qmin17,GSD,vtd,0.996744303,0.995,0.998494732
Entoleuca_sp._,Mock1,Qmin17,GSD,vtd,0.992982456,0.9905,0.995477387
Erysiphe_necator,Mock1,Qmin17,GSD,vtd,0.98926878,0.991,0.987543597
Eutypa_lata,Mock1,Qmin17,GSD,vtd,0.993735906,0.9915,0.995981919
Fusarium_proliferatum,Mock1,Qmin17,GSD,vtd,0.98747495,0.9855,0.989457831
Fusarium_pseudograminearum,Mock1,Qmin17,GSD,vtd,0.989984977,0.9885,0.991474423
Geotrichum_candidum,Mock1,Qmin17,GSD,vtd,0.991764412,0.9935,0.990034878
Kluyveromyces_lactis,Mock1,Qmin17,GSD,vtd,0.984753812,0.985,0.984507746
Kluyveromyces_marxianus,Mock1,Qmin17,GSD,vtd,0.9895,0.9895,0.9895
Kodamaea_ohmeri,Mock1,Qmin17,GSD,vtd,0.990228013,0.988,0.992466097
Leptosphaeria_maculans,Mock1,Qmin17,GSD,vtd,0.996250937,0.9965,0.996001999
Penicillium_chrysogenum,Mock1,Qmin17,GSD,vtd,0.992251937,0.9925,0.992003998
Pichia_kudriavzevii,Mock1,Qmin17,GSD,vtd,0.977480822,0.9875,0.96766291
Pichia_membranifaciens,Mock1,Qmin17,GSD,vtd,0.944011685,0.9695,0.919829222
Puccinia_graminis_,Mock1,Qmin17,GSD,vtd,0.985732165,0.9845,0.986967419
Puccinia_striiformis_var_tritici,Mock1,Qmin17,GSD,vtd,0.986198243,0.9825,0.989924433
Puccinia_triticina,Mock1,Qmin17,GSD,vtd,0.986993497,0.9865,0.987487487
Pyrenophora_tritici-repentis,Mock1,Qmin17,GSD,vtd,0.995251187,0.9955,0.995002499
Quambalaria_cyanescens,Mock1,Qmin17,GSD,vtd,0.995751062,0.996,0.995502249
Rhodotorula_mucilaginosa,Mock1,Qmin17,GSD,vtd,0.993278566,0.9975,0.989092712
Scedosporium_aurantiacum,Mock1,Qmin17,GSD,vtd,0.98040201,0.9755,0.985353535
Scedosporium_boydii,Mock1,Qmin17,GSD,vtd,0.986294543,0.9895,0.983109786
Sclerotinia_sclerotiorum,Mock1,Qmin17,GSD,vtd,0.98417483,0.9795,0.988894498
Sporisorium_scitamineum,Mock1,Qmin17,GSD,vtd,0.990950226,0.9855,0.996461072
Trichomonascus_ciferrii,Mock1,Qmin17,GSD,vtd,0.995241673,0.9935,0.996989463
Trichosporon_asahii,Mock1,Qmin17,GSD,vtd,0.994245684,0.9935,0.994992489
Tuber_brumale,Mock1,Qmin17,GSD,vtd,0.991995998,0.9915,0.992492492
Wickerhamomyces_anomalus,Mock1,Qmin17,GSD,vtd,0.987963892,0.985,0.990945674
Yamadazyma_mexicana,Mock1,Qmin17,GSD,vtd,0.992526158,0.996,0.989076465
Yamadazyma_scolyti,Mock1,Qmin17,GSD,vtd,0.991474423,0.9885,0.994466801
Yarrowia_lipolytica,Mock1,Qmin17,GSD,vtd,0.959168881,0.9925,0.92800374
Zymoseptoria_tritici,Mock1,Qmin17,GSD,vtd,0.994245684,0.9935,0.994992489
Aspergillus_flavus,Mock1,Qmin17,GSD,mycoAIBert,0.971688574,0.961,0.982617587
Aspergillus_fumigatus,Mock1,Qmin17,GSD,mycoAIBert,0.97893681,0.976,0.981891348
Asteroma_sp._CCL060,Mock1,Qmin17,GSD,mycoAIBert,0.990252437,0.9905,0.990004998
Austropuccinia_psidii,Mock1,Qmin17,GSD,mycoAIBert,0.991269643,0.9935,0.989049278
Blastobotrys_adeninivorans,Mock1,Qmin17,GSD,mycoAIBert,0.987297634,0.991,0.983622829
Blastobotrys_proliferans,Mock1,Qmin17,GSD,mycoAIBert,0.992267398,0.9945,0.990044798
Botrytis_cinerea,Mock1,Qmin17,GSD,mycoAIBert,0.768961202,0.768,0.769924812
Botrytis_fabae,Mock1,Qmin17,GSD,mycoAIBert,0.765512086,0.768,0.763040238
Candida_boleticola,Mock1,Qmin17,GSD,mycoAIBert,0.988005997,0.9885,0.987512488
Candida_caryicola,Mock1,Qmin17,GSD,mycoAIBert,0.983721513,0.982,0.985449072
Candida_catenulata,Mock1,Qmin17,GSD,mycoAIBert,0.989752562,0.99,0.989505247
Candida_dubliniensis,Mock1,Qmin17,GSD,mycoAIBert,0.977272727,0.9675,0.987244898
Candida_glabrata,Mock1,Qmin17,GSD,mycoAIBert,0.924747101,0.937,0.912810521
Candida_metapsilosis,Mock1,Qmin17,GSD,mycoAIBert,0.967516242,0.968,0.967032967
Candida_parapsilosis,Mock1,Qmin17,GSD,mycoAIBert,0.975658222,0.982,0.969397828
Candida_tropicalis,Mock1,Qmin17,GSD,mycoAIBert,0.989711418,0.986,0.993450882
Candida_zeylanoides,Mock1,Qmin17,GSD,mycoAIBert,0.987012987,0.988,0.986027944
Cortinarius_globuliformis,Mock1,Qmin17,GSD,mycoAIBert,0.9885,0.9885,0.9885
Cryptococcus_gattii_VGI,Mock1,Qmin17,GSD,mycoAIBert,0.984198646,0.981,0.987418218
Cryptococcus_neoformans_VNIII,Mock1,Qmin17,GSD,mycoAIBert,0.976511744,0.977,0.976023976
Cryptovalsa_ampelina,Mock1,Qmin17,GSD,mycoAIBert,0.98484472,0.991,0.978765432
Diaporthe_sp._CCL067,Mock1,Qmin17,GSD,mycoAIBert,0.989547038,0.994,0.985133796
Diplodia_seriata,Mock1,Qmin17,GSD,mycoAIBert,0.995991984,0.994,0.997991968
Entoleuca_sp._,Mock1,Qmin17,GSD,mycoAIBert,0.991504248,0.992,0.991008991
Erysiphe_necator,Mock1,Qmin17,GSD,mycoAIBert,0.9895,0.9895,0.9895
Eutypa_lata,Mock1,Qmin17,GSD,mycoAIBert,0.989274133,0.9915,0.987058238
Fusarium_proliferatum,Mock1,Qmin17,GSD,mycoAIBert,0.982035928,0.984,0.980079681
Fusarium_pseudograminearum,Mock1,Qmin17,GSD,mycoAIBert,0.985022466,0.9865,0.983549352
Geotrichum_candidum,Mock1,Qmin17,GSD,mycoAIBert,0.991265286,0.993,0.989536622
Kluyveromyces_lactis,Mock1,Qmin17,GSD,mycoAIBert,0.977932061,0.986,0.969995081
Kluyveromyces_marxianus,Mock1,Qmin17,GSD,mycoAIBert,0.985,0.985,0.985
Kodamaea_ohmeri,Mock1,Qmin17,GSD,mycoAIBert,0.988983475,0.9875,0.990471414
Leptosphaeria_maculans,Mock1,Qmin17,GSD,mycoAIBert,0.99525593,0.9965,0.994014963
Penicillium_chrysogenum,Mock1,Qmin17,GSD,mycoAIBert,0.991256558,0.992,0.990514229
Pichia_kudriavzevii,Mock1,Qmin17,GSD,mycoAIBert,0.954245043,0.9385,0.970527404
Pichia_membranifaciens,Mock1,Qmin17,GSD,mycoAIBert,0.940035723,0.921,0.959874935
Puccinia_graminis_,Mock1,Qmin17,GSD,mycoAIBert,0.981990995,0.9815,0.982482482
Puccinia_striiformis_var_tritici,Mock1,Qmin17,GSD,mycoAIBert,0.985253687,0.9855,0.985007496
Puccinia_triticina,Mock1,Qmin17,GSD,mycoAIBert,0.988453815,0.9845,0.992439516
Pyrenophora_tritici-repentis,Mock1,Qmin17,GSD,mycoAIBert,0.995751062,0.996,0.995502249
Quambalaria_cyanescens,Mock1,Qmin17,GSD,mycoAIBert,0.993503248,0.994,0.993006993
Rhodotorula_mucilaginosa,Mock1,Qmin17,GSD,mycoAIBert,0.993034826,0.998,0.988118812
Scedosporium_aurantiacum,Mock1,Qmin17,GSD,mycoAIBert,0.976779026,0.978,0.975561097
Scedosporium_boydii,Mock1,Qmin17,GSD,mycoAIBert,0.985037406,0.9875,0.982587065
Sclerotinia_sclerotiorum,Mock1,Qmin17,GSD,mycoAIBert,0.981945838,0.979,0.984909457
Sporisorium_scitamineum,Mock1,Qmin17,GSD,mycoAIBert,0.988465396,0.9855,0.991448692
Trichomonascus_ciferrii,Mock1,Qmin17,GSD,mycoAIBert,0.990509491,0.9915,0.989520958
Trichosporon_asahii,Mock1,Qmin17,GSD,mycoAIBert,0.992248062,0.992,0.992496248
Tuber_brumale,Mock1,Qmin17,GSD,mycoAIBert,0.987555998,0.992,0.983151635
Wickerhamomyces_anomalus,Mock1,Qmin17,GSD,mycoAIBert,0.983778388,0.9855,0.98206278
Yamadazyma_mexicana,Mock1,Qmin17,GSD,mycoAIBert,0.991,0.991,0.991
Yamadazyma_scolyti,Mock1,Qmin17,GSD,mycoAIBert,0.990724492,0.988,0.993464052
Yarrowia_lipolytica,Mock1,Qmin17,GSD,mycoAIBert,0.960278054,0.967,0.953648915
Zymoseptoria_tritici,Mock1,Qmin17,GSD,mycoAIBert,0.993003498,0.9935,0.992507493
Aspergillus_flavus,Mock1,Qmin17,GSD,mycoAICNN,0.973205258,0.9625,0.984151329
Aspergillus_fumigatus,Mock1,Qmin17,GSD,mycoAICNN,0.981169972,0.977,0.985375693
Asteroma_sp._CCL060,Mock1,Qmin17,GSD,mycoAICNN,0.989752562,0.99,0.989505247
Austropuccinia_psidii,Mock1,Qmin17,GSD,mycoAICNN,0.990779965,0.994,0.987580725
Blastobotrys_adeninivorans,Mock1,Qmin17,GSD,mycoAICNN,0.990761548,0.992,0.989526185
Blastobotrys_proliferans,Mock1,Qmin17,GSD,mycoAICNN,0.9945,0.9945,0.9945
Botrytis_cinerea,Mock1,Qmin17,GSD,mycoAICNN,0.978478478,0.9775,0.979458918
Botrytis_fabae,Mock1,Qmin17,GSD,mycoAICNN,0.975037444,0.9765,0.973579262
Candida_boleticola,Mock1,Qmin17,GSD,mycoAICNN,0.986335404,0.9925,0.980246914
Candida_caryicola,Mock1,Qmin17,GSD,mycoAICNN,0.986733417,0.9855,0.987969925
Candida_catenulata,Mock1,Qmin17,GSD,mycoAICNN,0.991260924,0.9925,0.990024938
Candida_dubliniensis,Mock1,Qmin17,GSD,mycoAICNN,0.978851964,0.972,0.985801217
Candida_glabrata,Mock1,Qmin17,GSD,mycoAICNN,0.942258559,0.922,0.963427377
Candida_metapsilosis,Mock1,Qmin17,GSD,mycoAICNN,0.976011994,0.9765,0.975524476
Candida_parapsilosis,Mock1,Qmin17,GSD,mycoAICNN,0.977424957,0.985,0.969965534
Candida_tropicalis,Mock1,Qmin17,GSD,mycoAICNN,0.9875,0.9875,0.9875
Candida_zeylanoides,Mock1,Qmin17,GSD,mycoAICNN,0.986700125,0.983,0.990428212
Cortinarius_globuliformis,Mock1,Qmin17,GSD,mycoAICNN,0.989721735,0.987,0.992458522
Cryptococcus_gattii_VGI,Mock1,Qmin17,GSD,mycoAICNN,0.986700125,0.983,0.990428212
Cryptococcus_neoformans_VNIII,Mock1,Qmin17,GSD,mycoAICNN,0.980980981,0.98,0.981963928
Cryptovalsa_ampelina,Mock1,Qmin17,GSD,mycoAICNN,0.99272271,0.989,0.996473552
Diaporthe_sp._CCL067,Mock1,Qmin17,GSD,mycoAICNN,0.990039841,0.994,0.986111111
Diplodia_seriata,Mock1,Qmin17,GSD,mycoAICNN,0.995993991,0.9945,0.997492477
Entoleuca_sp._,Mock1,Qmin17,GSD,mycoAICNN,0.992503748,0.993,0.992007992
Erysiphe_necator,Mock1,Qmin17,GSD,mycoAICNN,0.990271888,0.9925,0.988053758
Eutypa_lata,Mock1,Qmin17,GSD,mycoAICNN,0.993238167,0.9915,0.994982439
Fusarium_proliferatum,Mock1,Qmin17,GSD,mycoAICNN,0.986726772,0.985,0.988459609
Fusarium_pseudograminearum,Mock1,Qmin17,GSD,mycoAICNN,0.989010989,0.99,0.988023952
Geotrichum_candidum,Mock1,Qmin17,GSD,mycoAICNN,0.991269643,0.9935,0.989049278
Kluyveromyces_lactis,Mock1,Qmin17,GSD,mycoAICNN,0.983084577,0.988,0.978217822
Kluyveromyces_marxianus,Mock1,Qmin17,GSD,mycoAICNN,0.988482724,0.987,0.98996991
Kodamaea_ohmeri,Mock1,Qmin17,GSD,mycoAICNN,0.98998999,0.989,0.990981964
Leptosphaeria_maculans,Mock1,Qmin17,GSD,mycoAICNN,0.995497749,0.995,0.995995996
Penicillium_chrysogenum,Mock1,Qmin17,GSD,mycoAICNN,0.991508492,0.9925,0.990518962
Pichia_kudriavzevii,Mock1,Qmin17,GSD,mycoAICNN,0.976778656,0.9885,0.965332031
Pichia_membranifaciens,Mock1,Qmin17,GSD,mycoAICNN,0.956675063,0.9495,0.963959391
Puccinia_graminis_,Mock1,Qmin17,GSD,mycoAICNN,0.983647799,0.9775,0.989873418
Puccinia_striiformis_var_tritici,Mock1,Qmin17,GSD,mycoAICNN,0.98136646,0.9875,0.975308642
