MockSpecies,Mock,MinimumSeqQuality,Classifier,Database,F1_Score,Recall,Precision
Botrytis_cinerea,Mock3,Qmin15,vuthuyduong,GSD,0.974769529,0.976190476,0.973352713
Botrytis_fabae,Mock3,Qmin15,vuthuyduong,GSD,0.971219257,0.976328248,0.966163457
Candida_boleticola,Mock3,Qmin15,vuthuyduong,GSD,0.987200525,0.99339498,0.981082844
Candida_caryicola,Mock3,Qmin15,vuthuyduong,GSD,0.990515464,0.988477366,0.992561983
Candida_catenulata,Mock3,Qmin15,vuthuyduong,GSD,0.987916514,0.989002933,0.98683248
Candida_dubliniensis,Mock3,Qmin15,vuthuyduong,GSD,0.978993919,0.975220264,0.982796892
Candida_glabrata,Mock3,Qmin15,vuthuyduong,GSD,0.932334711,0.915778792,0.949500263
Candida_metapsilosis,Mock3,Qmin15,vuthuyduong,GSD,0.869565217,0.909090909,0.833333333
Candida_parapsilosis,Mock3,Qmin15,vuthuyduong,GSD,0.984728805,0.988894765,0.980597798
Candida_tropicalis,Mock3,Qmin15,vuthuyduong,GSD,0.983213429,0.976190476,0.990338164
Candida_zeylanoides,Mock3,Qmin15,vuthuyduong,GSD,0.979989183,0.978401728,0.981581798
Cortinarius_globuliformis,Mock3,Qmin15,vuthuyduong,GSD,0.991127349,0.982919255,0.999473684
Cryptococcus_gattii_VGI,Mock3,Qmin15,vuthuyduong,GSD,0.973158195,0.979310345,0.96708286
Cryptococcus_neoformans_VNIII,Mock3,Qmin15,vuthuyduong,GSD,0.972070256,0.966781214,0.977417487
Cryptovalsa_ampelina,Mock3,Qmin15,vuthuyduong,GSD,0.993754684,0.991525424,0.995993991
Diaporthe_sp._CCL067,Mock3,Qmin15,vuthuyduong,GSD,0.993180907,0.99238477,0.993978322
Diplodia_seriata,Mock3,Qmin15,vuthuyduong,GSD,0.997033676,0.996859735,0.997207679
Entoleuca_sp._,Mock3,Qmin15,vuthuyduong,GSD,0.993107251,0.990104453,0.996128319
Erysiphe_necator,Mock3,Qmin15,vuthuyduong,GSD,0.994326539,0.992866135,0.995791246
Eutypa_lata,Mock3,Qmin15,vuthuyduong,GSD,0.997246191,0.995601173,0.998896653
Fusarium_proliferatum,Mock3,Qmin15,vuthuyduong,GSD,0.988829312,0.988829312,0.988829312
Fusarium_pseudograminearum,Mock3,Qmin15,vuthuyduong,GSD,0.988443236,0.983318305,0.993621868
Geotrichum_candidum,Mock3,Qmin15,vuthuyduong,GSD,0.99222643,0.988090512,0.996397118
Kluyveromyces_lactis,Mock3,Qmin15,vuthuyduong,GSD,0.98568873,0.98851812,0.982875491
Kluyveromyces_marxianus,Mock3,Qmin15,vuthuyduong,GSD,0.990825688,0.990430622,0.991221069
Kodamaea_ohmeri,Mock3,Qmin15,vuthuyduong,GSD,0.991913747,0.991023339,0.992805755
Leptosphaeria_maculans,Mock3,Qmin15,vuthuyduong,GSD,0.9947108,0.993524199,0.995900239
Penicillium_chrysogenum,Mock3,Qmin15,vuthuyduong,GSD,0.993185315,0.992530756,0.993840739
Pichia_kudriavzevii,Mock3,Qmin15,vuthuyduong,GSD,0.982603919,0.990402362,0.974927326
Pichia_membranifaciens,Mock3,Qmin15,vuthuyduong,GSD,0.946804713,0.975,0.92019431
Puccinia_graminis_,Mock3,Qmin15,vuthuyduong,GSD,0.983123658,0.977425259,0.988888889
Puccinia_striiformis_var_tritici,Mock3,Qmin15,vuthuyduong,GSD,0.980640854,0.983266399,0.978029294
Puccinia_triticina,Mock3,Qmin15,vuthuyduong,GSD,0.987765383,0.985637343,0.989902633
Pyrenophora_tritici-repentis,Mock3,Qmin15,vuthuyduong,GSD,0.993772894,0.993409008,0.994137047
Quambalaria_cyanescens,Mock3,Qmin15,vuthuyduong,GSD,0.994498519,0.992398649,0.996607294
Rhodotorula_mucilaginosa,Mock3,Qmin15,vuthuyduong,GSD,0.995867769,0.997413347,0.994326973
Scedosporium_aurantiacum,Mock3,Qmin15,vuthuyduong,GSD,0.976247031,0.961778471,0.991157556
Scedosporium_boydii,Mock3,Qmin15,vuthuyduong,GSD,0.985064378,0.993765154,0.976514636
Sclerotinia_sclerotiorum,Mock3,Qmin15,vuthuyduong,GSD,0.987262395,0.982449298,0.992122883
Sporisorium_scitamineum,Mock3,Qmin15,vuthuyduong,GSD,0.988807959,0.987229514,0.990391459
Trichomonascus_ciferrii,Mock3,Qmin15,vuthuyduong,GSD,0.993551715,0.991761071,0.995348837
Trichosporon_asahii,Mock3,Qmin15,vuthuyduong,GSD,0.993828684,0.993093241,0.994565217
Tuber_brumale,Mock3,Qmin15,vuthuyduong,GSD,0.993004275,0.989926385,0.996101365
Wickerhamomyces_anomalus,Mock3,Qmin15,vuthuyduong,GSD,0.986687549,0.982839314,0.990566038
Yamadazyma_mexicana,Mock3,Qmin15,vuthuyduong,GSD,0.992391664,0.988793672,0.996015936
Yamadazyma_scolyti,Mock3,Qmin15,vuthuyduong,GSD,0.995764093,0.996738421,0.994791667
Yarrowia_lipolytica,Mock3,Qmin15,vuthuyduong,GSD,0.95154827,0.983433735,0.92166549
Zymoseptoria_tritici,Mock3,Qmin15,vuthuyduong,GSD,0.994478727,0.990938511,0.998044329
Aspergillus_flavus,Mock3,Qmin15,mycoAI_bert,GSD,0.976891267,0.970517158,0.983349657
Aspergillus_fumigatus,Mock3,Qmin15,mycoAI_bert,GSD,0.9746021,0.966420416,0.982923497
Asteroma_sp._CCL060,Mock3,Qmin15,mycoAI_bert,GSD,0.990603213,0.989104116,0.992106861
Austropuccinia_psidii,Mock3,Qmin15,mycoAI_bert,GSD,0.990570274,0.989681472,0.991460674
Blastobotrys_adeninivorans,Mock3,Qmin15,mycoAI_bert,GSD,0.990149457,0.988470668,0.991833957
Blastobotrys_proliferans,Mock3,Qmin15,mycoAI_bert,GSD,0.989349982,0.989713446,0.988986784
Botrytis_cinerea,Mock3,Qmin15,mycoAI_bert,GSD,0.784010902,0.838678328,0.736034115
Botrytis_fabae,Mock3,Qmin15,mycoAI_bert,GSD,0.736099351,0.685954761,0.794153471
Candida_boleticola,Mock3,Qmin15,mycoAI_bert,GSD,0.985507246,0.988110964,0.982917214
Candida_caryicola,Mock3,Qmin15,mycoAI_bert,GSD,0.98442623,0.988477366,0.980408163
Candida_catenulata,Mock3,Qmin15,mycoAI_bert,GSD,0.986111111,0.989002933,0.983236152
Candida_dubliniensis,Mock3,Qmin15,mycoAI_bert,GSD,0.973524545,0.9719163,0.975138122
Candida_glabrata,Mock3,Qmin15,mycoAI_bert,GSD,0.934159566,0.917808219,0.951104101
Candida_metapsilosis,Mock3,Qmin15,mycoAI_bert,GSD,0.88973384,0.966942149,0.823943662
Candida_parapsilosis,Mock3,Qmin15,mycoAI_bert,GSD,0.983606557,0.983606557,0.983606557
Candida_tropicalis,Mock3,Qmin15,mycoAI_bert,GSD,0.970657277,0.98452381,0.957175926
Candida_zeylanoides,Mock3,Qmin15,mycoAI_bert,GSD,0.97311828,0.977321814,0.968950749
Cortinarius_globuliformis,Mock3,Qmin15,mycoAI_bert,GSD,0.986708366,0.979813665,0.993700787
Cryptococcus_gattii_VGI,Mock3,Qmin15,mycoAI_bert,GSD,0.971509972,0.979885057,0.963276836
Cryptococcus_neoformans_VNIII,Mock3,Qmin15,mycoAI_bert,GSD,0.975958786,0.976517755,0.975400458
Cryptovalsa_ampelina,Mock3,Qmin15,mycoAI_bert,GSD,0.990528415,0.990528415,0.990528415
Diaporthe_sp._CCL067,Mock3,Qmin15,mycoAI_bert,GSD,0.992981753,0.99238477,0.993579454
Diplodia_seriata,Mock3,Qmin15,mycoAI_bert,GSD,0.996159218,0.995464061,0.996855346
Entoleuca_sp._,Mock3,Qmin15,mycoAI_bert,GSD,0.989837957,0.990654206,0.989023052
Erysiphe_necator,Mock3,Qmin15,mycoAI_bert,GSD,0.992639327,0.9903483,0.994940978
Eutypa_lata,Mock3,Qmin15,mycoAI_bert,GSD,0.9952241,0.993035191,0.99742268
Fusarium_proliferatum,Mock3,Qmin15,mycoAI_bert,GSD,0.983415509,0.980339589,0.986510791
Fusarium_pseudograminearum,Mock3,Qmin15,mycoAI_bert,GSD,0.981581312,0.985121731,0.978066249
Geotrichum_candidum,Mock3,Qmin15,mycoAI_bert,GSD,0.992433294,0.989281461,0.995605274
Kluyveromyces_lactis,Mock3,Qmin15,mycoAI_bert,GSD,0.982922883,0.980983136,0.984870317
Kluyveromyces_marxianus,Mock3,Qmin15,mycoAI_bert,GSD,0.986011191,0.983652313,0.98838141
Kodamaea_ohmeri,Mock3,Qmin15,mycoAI_bert,GSD,0.990855299,0.992100539,0.989613181
Leptosphaeria_maculans,Mock3,Qmin15,mycoAI_bert,GSD,0.99149949,0.993865031,0.989145183
Penicillium_chrysogenum,Mock3,Qmin15,mycoAI_bert,GSD,0.990975127,0.989015817,0.992942214
Pichia_kudriavzevii,Mock3,Qmin15,mycoAI_bert,GSD,0.982084095,0.991509782,0.972835929
Pichia_membranifaciens,Mock3,Qmin15,mycoAI_bert,GSD,0.958103638,0.958455882,0.957751653
Puccinia_graminis_,Mock3,Qmin15,mycoAI_bert,GSD,0.98190739,0.976815131,0.987053021
Puccinia_striiformis_var_tritici,Mock3,Qmin15,mycoAI_bert,GSD,0.979973298,0.982597055,0.977363515
Puccinia_triticina,Mock3,Qmin15,mycoAI_bert,GSD,0.986006459,0.986714542,0.98529939
Pyrenophora_tritici-repentis,Mock3,Qmin15,mycoAI_bert,GSD,0.990879241,0.994507506,0.987277354
Quambalaria_cyanescens,Mock3,Qmin15,mycoAI_bert,GSD,0.99154334,0.990287162,0.99280271
Rhodotorula_mucilaginosa,Mock3,Qmin15,mycoAI_bert,GSD,0.993285124,0.994826694,0.991748324
Scedosporium_aurantiacum,Mock3,Qmin15,mycoAI_bert,GSD,0.976489028,0.971918877,0.981102362
Scedosporium_boydii,Mock3,Qmin15,mycoAI_bert,GSD,0.988752379,0.98960859,0.987897649
Sclerotinia_sclerotiorum,Mock3,Qmin15,mycoAI_bert,GSD,0.983369204,0.980109204,0.986650962
Sporisorium_scitamineum,Mock3,Qmin15,mycoAI_bert,GSD,0.987601842,0.989003193,0.986204457
Trichomonascus_ciferrii,Mock3,Qmin15,mycoAI_bert,GSD,0.990731205,0.990731205,0.990731205
Trichosporon_asahii,Mock3,Qmin15,mycoAI_bert,GSD,0.990372747,0.989639862,0.991106719
Tuber_brumale,Mock3,Qmin15,mycoAI_bert,GSD,0.991658584,0.990313832,0.993006993
Wickerhamomyces_anomalus,Mock3,Qmin15,mycoAI_bert,GSD,0.984326019,0.979719189,0.988976378
Yamadazyma_mexicana,Mock3,Qmin15,mycoAI_bert,GSD,0.989765599,0.988134476,0.991402116
Yamadazyma_scolyti,Mock3,Qmin15,mycoAI_bert,GSD,0.990266061,0.99543379,0.985151711
Yarrowia_lipolytica,Mock3,Qmin15,mycoAI_bert,GSD,0.944608567,0.96310241,0.926811594
Zymoseptoria_tritici,Mock3,Qmin15,mycoAI_bert,GSD,0.992534891,0.989644013,0.995442708
Aspergillus_flavus,Mock3,Qmin15,mycoAI_cnn,GSD,0.978287387,0.969067182,0.987684729
Aspergillus_fumigatus,Mock3,Qmin15,mycoAI_cnn,GSD,0.971524288,0.973807925,0.969251337
Asteroma_sp._CCL060,Mock3,Qmin15,mycoAI_cnn,GSD,0.990015129,0.99031477,0.989715668
Austropuccinia_psidii,Mock3,Qmin15,mycoAI_cnn,GSD,0.990833892,0.994167788,0.987522282
Blastobotrys_adeninivorans,Mock3,Qmin15,mycoAI_cnn,GSD,0.989152542,0.989487962,0.98881735
Blastobotrys_proliferans,Mock3,Qmin15,mycoAI_cnn,GSD,0.988632197,0.9904482,0.98682284
Botrytis_cinerea,Mock3,Qmin15,mycoAI_cnn,GSD,0.972356935,0.974246842,0.970474347
Botrytis_fabae,Mock3,Qmin15,mycoAI_cnn,GSD,0.972859025,0.971067859,0.974656811
Candida_boleticola,Mock3,Qmin15,mycoAI_cnn,GSD,0.988452656,0.989431968,0.98747528
Candida_caryicola,Mock3,Qmin15,mycoAI_cnn,GSD,0.990507635,0.987654321,0.993377483
Candida_catenulata,Mock3,Qmin15,mycoAI_cnn,GSD,0.984660336,0.988269795,0.981077147
Candida_dubliniensis,Mock3,Qmin15,mycoAI_cnn,GSD,0.979637378,0.966960352,0.992651215
Candida_glabrata,Mock3,Qmin15,mycoAI_cnn,GSD,0.932709795,0.910705226,0.955804047
Candida_metapsilosis,Mock3,Qmin15,mycoAI_cnn,GSD,0.882129278,0.958677686,0.816901408
Candida_parapsilosis,Mock3,Qmin15,mycoAI_cnn,GSD,0.983866702,0.983606557,0.984126984
Candida_tropicalis,Mock3,Qmin15,mycoAI_cnn,GSD,0.978748524,0.986904762,0.970725995
Candida_zeylanoides,Mock3,Qmin15,mycoAI_cnn,GSD,0.984366577,0.985961123,0.98277718
Cortinarius_globuliformis,Mock3,Qmin15,mycoAI_cnn,GSD,0.988828267,0.984989648,0.992696922
Cryptococcus_gattii_VGI,Mock3,Qmin15,mycoAI_cnn,GSD,0.976306023,0.982758621,0.969937606
Cryptococcus_neoformans_VNIII,Mock3,Qmin15,mycoAI_cnn,GSD,0.974403221,0.97021764,0.978625072
Cryptovalsa_ampelina,Mock3,Qmin15,mycoAI_cnn,GSD,0.992507493,0.990528415,0.994494494
Diaporthe_sp._CCL067,Mock3,Qmin15,mycoAI_cnn,GSD,0.991579791,0.991182365,0.991977537
Diplodia_seriata,Mock3,Qmin15,mycoAI_cnn,GSD,0.996163237,0.996510816,0.9958159
Entoleuca_sp._,Mock3,Qmin15,mycoAI_cnn,GSD,0.99119912,0.990654206,0.991744634
Erysiphe_necator,Mock3,Qmin15,mycoAI_cnn,GSD,0.992244812,0.993285774,0.99120603
Eutypa_lata,Mock3,Qmin15,mycoAI_cnn,GSD,0.996879016,0.995234604,0.998528871
Fusarium_proliferatum,Mock3,Qmin15,mycoAI_cnn,GSD,0.984780662,0.983020554,0.986547085
Fusarium_pseudograminearum,Mock3,Qmin15,mycoAI_cnn,GSD,0.987593052,0.986925158,0.988261851
Geotrichum_candidum,Mock3,Qmin15,mycoAI_cnn,GSD,0.993229789,0.990075427,0.996404315
Kluyveromyces_lactis,Mock3,Qmin15,mycoAI_cnn,GSD,0.984973166,0.987800502,0.982161969
Kluyveromyces_marxianus,Mock3,Qmin15,mycoAI_cnn,GSD,0.99123855,0.992424242,0.990055688
Kodamaea_ohmeri,Mock3,Qmin15,mycoAI_cnn,GSD,0.99138859,0.992100539,0.990677662
Leptosphaeria_maculans,Mock3,Qmin15,mycoAI_cnn,GSD,0.993867121,0.994205862,0.99352861
Penicillium_chrysogenum,Mock3,Qmin15,mycoAI_cnn,GSD,0.991441738,0.992530756,0.990355107
Pichia_kudriavzevii,Mock3,Qmin15,mycoAI_cnn,GSD,0.981586144,0.993724622,0.969740634
Pichia_membranifaciens,Mock3,Qmin15,mycoAI_cnn,GSD,0.958533876,0.951838235,0.965324385
Puccinia_graminis_,Mock3,Qmin15,mycoAI_cnn,GSD,0.979504436,0.976815131,0.982208589
Puccinia_striiformis_var_tritici,Mock3,Qmin15,mycoAI_cnn,GSD,0.981270903,0.981927711,0.980614973
Puccinia_triticina,Mock3,Qmin15,mycoAI_cnn,GSD,0.985112108,0.985996409,0.984229391
Pyrenophora_tritici-repentis,Mock3,Qmin15,mycoAI_cnn,GSD,0.993961574,0.994507506,0.99341624
Quambalaria_cyanescens,Mock3,Qmin15,mycoAI_cnn,GSD,0.993444703,0.991976351,0.994917408
Rhodotorula_mucilaginosa,Mock3,Qmin15,mycoAI_cnn,GSD,0.992032896,0.998448008,0.985699694
Scedosporium_aurantiacum,Mock3,Qmin15,mycoAI_cnn,GSD,0.973632428,0.964898596,0.982525814
Scedosporium_boydii,Mock3,Qmin15,mycoAI_cnn,GSD,0.986896552,0.991340492,0.982492276
Sclerotinia_sclerotiorum,Mock3,Qmin15,mycoAI_cnn,GSD,0.983619345,0.983619345,0.983619345
Sporisorium_scitamineum,Mock3,Qmin15,mycoAI_cnn,GSD,0.99162061,0.986520043,0.996774194
Trichomonascus_ciferrii,Mock3,Qmin15,mycoAI_cnn,GSD,0.991756826,0.991246138,0.992268041
Trichosporon_asahii,Mock3,Qmin15,mycoAI_cnn,GSD,0.992347569,0.991613222,0.993083004
Tuber_brumale,Mock3,Qmin15,mycoAI_cnn,GSD,0.987268519,0.991476172,0.983096427
Wickerhamomyces_anomalus,Mock3,Qmin15,mycoAI_cnn,GSD,0.980224893,0.985959438,0.974556669
Yamadazyma_mexicana,Mock3,Qmin15,mycoAI_cnn,GSD,0.989745286,0.986156889,0.993359894
Yamadazyma_scolyti,Mock3,Qmin15,mycoAI_cnn,GSD,0.99315738,0.994129159,0.9921875
Yarrowia_lipolytica,Mock3,Qmin15,mycoAI_cnn,GSD,0.950567558,0.977409639,0.925160371
Zymoseptoria_tritici,Mock3,Qmin15,mycoAI_cnn,GSD,0.990611848,0.990291262,0.990932642
Aspergillus_flavus,Mock3,Qmin17,minimap2,GSD,0.777639752,0.75640406,0.800102249
Aspergillus_fumigatus,Mock3,Qmin17,minimap2,GSD,0.718321918,0.563465413,0.9905549
Asteroma_sp._CCL060,Mock3,Qmin17,minimap2,GSD,0.989929814,0.981840194,0.998153846
Austropuccinia_psidii,Mock3,Qmin17,minimap2,GSD,0.984650113,0.97846568,0.990913221
Blastobotrys_adeninivorans,Mock3,Qmin17,minimap2,GSD,0.991018471,0.99152255,0.990514905
Blastobotrys_proliferans,Mock3,Qmin17,minimap2,GSD,0.993042841,0.996326231,0.989781022
Botrytis_cinerea,Mock3,Qmin17,minimap2,GSD,0.97815534,0.979105928,0.977206596
Botrytis_fabae,Mock3,Qmin17,minimap2,GSD,0.972340426,0.961599158,0.983324368
Candida_boleticola,Mock3,Qmin17,minimap2,GSD,0.933115824,0.944517834,0.921985816
Candida_caryicola,Mock3,Qmin17,minimap2,GSD,0.945754717,0.990123457,0.905191874
Candida_catenulata,Mock3,Qmin17,minimap2,GSD,0.985052862,0.990469208,0.979695431
Candida_dubliniensis,Mock3,Qmin17,minimap2,GSD,0.976157851,0.980726872,0.971631206
Candida_glabrata,Mock3,Qmin17,minimap2,GSD,0.857715431,0.760020294,0.984231275
Candida_metapsilosis,Mock3,Qmin17,minimap2,GSD,0.716510903,0.950413223,0.575
Candida_parapsilosis,Mock3,Qmin17,minimap2,GSD,0.966145833,0.980962454,0.951770139
Candida_tropicalis,Mock3,Qmin17,minimap2,GSD,0.985180794,0.989285714,0.981109799
Candida_zeylanoides,Mock3,Qmin17,minimap2,GSD,0.953909891,0.994600432,0.91641791
Cortinarius_globuliformis,Mock3,Qmin17,minimap2,GSD,0.897312588,0.820910973,0.989394885
Cryptococcus_gattii_VGI,Mock3,Qmin17,minimap2,GSD,0.945270672,0.913218391,0.979654747
Cryptococcus_neoformans_VNIII,Mock3,Qmin17,minimap2,GSD,0.978009259,0.96792669,0.988304094
Cryptovalsa_ampelina,Mock3,Qmin17,minimap2,GSD,0.995014955,0.995014955,0.995014955
Diaporthe_sp._CCL067,Mock3,Qmin17,minimap2,GSD,0.995388009,0.994789579,0.995987159
Diplodia_seriata,Mock3,Qmin17,minimap2,GSD,0.993697479,0.990230286,0.997189037
Entoleuca_sp._,Mock3,Qmin17,minimap2,GSD,0.984444444,0.974161627,0.994946659
Erysiphe_necator,Mock3,Qmin17,minimap2,GSD,0.953758492,0.913134704,0.998165138
Eutypa_lata,Mock3,Qmin17,minimap2,GSD,0.989465903,0.981304985,0.997763697
Fusarium_proliferatum,Mock3,Qmin17,minimap2,GSD,0.976919663,0.983467382,0.970458554
Fusarium_pseudograminearum,Mock3,Qmin17,minimap2,GSD,0.97547559,0.959422904,0.992074592
Geotrichum_candidum,Mock3,Qmin17,minimap2,GSD,0.950255343,0.997221119,0.907514451
Kluyveromyces_lactis,Mock3,Qmin17,minimap2,GSD,0.973297966,0.987441694,0.959553696
Kluyveromyces_marxianus,Mock3,Qmin17,minimap2,GSD,0.988875646,0.992424242,0.985352336
Kodamaea_ohmeri,Mock3,Qmin17,minimap2,GSD,0.984665344,0.97989228,0.989485134
Leptosphaeria_maculans,Mock3,Qmin17,minimap2,GSD,0.994696322,0.990797546,0.998625902
Penicillium_chrysogenum,Mock3,Qmin17,minimap2,GSD,0.948462729,0.942003515,0.955011136
Pichia_kudriavzevii,Mock3,Qmin17,minimap2,GSD,0.973548861,0.978220746,0.968921389
Pichia_membranifaciens,Mock3,Qmin17,minimap2,GSD,0.876390606,0.781985294,0.996719775
Puccinia_graminis_,Mock3,Qmin17,minimap2,GSD,0.983866058,0.985967053,0.981773998
Puccinia_striiformis_var_tritici,Mock3,Qmin17,minimap2,GSD,0.981867025,0.978580991,0.985175202
Puccinia_triticina,Mock3,Qmin17,minimap2,GSD,0.987672226,0.978096948,0.997436836
Pyrenophora_tritici-repentis,Mock3,Qmin17,minimap2,GSD,0.897339901,0.833760527,0.971416382
Quambalaria_cyanescens,Mock3,Qmin17,minimap2,GSD,0.983094372,0.970016892,0.996529284
Rhodotorula_mucilaginosa,Mock3,Qmin17,minimap2,GSD,0.991739804,0.993792033,0.989696033
Scedosporium_aurantiacum,Mock3,Qmin17,minimap2,GSD,0.960760999,0.945397816,0.976631749
Scedosporium_boydii,Mock3,Qmin17,minimap2,GSD,0.985497117,0.976792518,0.994358251
Sclerotinia_sclerotiorum,Mock3,Qmin17,minimap2,GSD,0.989023912,0.98400936,0.994089835
Sporisorium_scitamineum,Mock3,Qmin17,minimap2,GSD,0.937476601,0.888258248,0.992469283
Trichomonascus_ciferrii,Mock3,Qmin17,minimap2,GSD,0.975520833,0.964469619,0.98682824
Trichosporon_asahii,Mock3,Qmin17,minimap2,GSD,0.969859018,0.984213123,0.955917585
Tuber_brumale,Mock3,Qmin17,minimap2,GSD,0.992410975,0.987989151,0.996872557
Wickerhamomyces_anomalus,Mock3,Qmin17,minimap2,GSD,0.986322782,0.984399376,0.98825372
Yamadazyma_mexicana,Mock3,Qmin17,minimap2,GSD,0.962631747,0.993408042,0.933705081
Yamadazyma_scolyti,Mock3,Qmin17,minimap2,GSD,0.98422916,0.997390737,0.971410419
Yarrowia_lipolytica,Mock3,Qmin17,minimap2,GSD,0.931681416,0.990963855,0.879091516
Zymoseptoria_tritici,Mock3,Qmin17,minimap2,GSD,0.990961911,0.993527508,0.98840953
Aspergillus_flavus,Mock3,Qmin17,kraken2,GSD,0.784401391,0.763170614,0.806847215
Aspergillus_fumigatus,Mock3,Qmin17,kraken2,GSD,0.713978495,0.557421088,0.992822967
Asteroma_sp._CCL060,Mock3,Qmin17,kraken2,GSD,0.989923664,0.981234867,0.998767714
Austropuccinia_psidii,Mock3,Qmin17,kraken2,GSD,0.98510158,0.978914311,0.99136756
Blastobotrys_adeninivorans,Mock3,Qmin17,kraken2,GSD,0.993040231,0.991861648,0.994221618
Blastobotrys_proliferans,Mock3,Qmin17,kraken2,GSD,0.993766043,0.995591477,0.991947291
Botrytis_cinerea,Mock3,Qmin17,kraken2,GSD,0,0,0
Botrytis_fabae,Mock3,Qmin17,kraken2,GSD,0.972827549,0.95107838,0.995594714
Candida_boleticola,Mock3,Qmin17,kraken2,GSD,0.98446281,0.98348745,0.985440106
Candida_caryicola,Mock3,Qmin17,kraken2,GSD,0.988856789,0.98600823,0.991721854
Candida_catenulata,Mock3,Qmin17,kraken2,GSD,0.951073566,0.990469208,0.914691943
Candida_dubliniensis,Mock3,Qmin17,kraken2,GSD,0.984153461,0.974669604,0.993823695
Candida_glabrata,Mock3,Qmin17,kraken2,GSD,0.874434389,0.784373415,0.987859425
Candida_metapsilosis,Mock3,Qmin17,kraken2,GSD,0.894941634,0.950413223,0.845588235
Candida_parapsilosis,Mock3,Qmin17,kraken2,GSD,0.982615673,0.971443681,0.994047619
Candida_tropicalis,Mock3,Qmin17,kraken2,GSD,0.983293556,0.980952381,0.985645933
Candida_zeylanoides,Mock3,Qmin17,kraken2,GSD,0.974549311,0.992440605,0.957291667
Cortinarius_globuliformis,Mock3,Qmin17,kraken2,GSD,0.867946481,0.772256729,0.990703851
Cryptococcus_gattii_VGI,Mock3,Qmin17,kraken2,GSD,0.946075494,0.907471264,0.988110138
Cryptococcus_neoformans_VNIII,Mock3,Qmin17,kraken2,GSD,0.981702004,0.96792669,0.995875074
Cryptovalsa_ampelina,Mock3,Qmin17,kraken2,GSD,0.996007984,0.995014955,0.997002997
Diaporthe_sp._CCL067,Mock3,Qmin17,kraken2,GSD,0.995388009,0.994789579,0.995987159
Diplodia_seriata,Mock3,Qmin17,kraken2,GSD,0.994045534,0.990230286,0.997890295
Entoleuca_sp._,Mock3,Qmin17,kraken2,GSD,0.984444444,0.974161627,0.994946659
Erysiphe_necator,Mock3,Qmin17,kraken2,GSD,0.935,0.941670164,0.928423666
Eutypa_lata,Mock3,Qmin17,kraken2,GSD,0.989465903,0.981304985,0.997763697
Fusarium_proliferatum,Mock3,Qmin17,kraken2,GSD,0.974519446,0.974084004,0.974955277
Fusarium_pseudograminearum,Mock3,Qmin17,kraken2,GSD,0.977675489,0.957619477,0.998589563
Geotrichum_candidum,Mock3,Qmin17,kraken2,GSD,0.994068802,0.998015085,0.990153604
Kluyveromyces_lactis,Mock3,Qmin17,kraken2,GSD,0.986652237,0.981341945,0.992020312
Kluyveromyces_marxianus,Mock3,Qmin17,kraken2,GSD,0.986295929,0.990031898,0.982588049
Kodamaea_ohmeri,Mock3,Qmin17,kraken2,GSD,0.987337192,0.97989228,0.994896099
Leptosphaeria_maculans,Mock3,Qmin17,kraken2,GSD,0.994007875,0.989434219,0.998624011
Penicillium_chrysogenum,Mock3,Qmin17,kraken2,GSD,0.947624309,0.942003515,0.953312583
Pichia_kudriavzevii,Mock3,Qmin17,kraken2,GSD,0.974953959,0.977113326,0.972804116
Pichia_membranifaciens,Mock3,Qmin17,kraken2,GSD,0.875825083,0.780514706,0.997650376
Puccinia_graminis_,Mock3,Qmin17,kraken2,GSD,0.986444855,0.976815131,0.996266335
Puccinia_striiformis_var_tritici,Mock3,Qmin17,kraken2,GSD,0.985125085,0.97523427,0.995218579
Puccinia_triticina,Mock3,Qmin17,kraken2,GSD,0.985449254,0.972710952,0.998525617
Pyrenophora_tritici-repentis,Mock3,Qmin17,kraken2,GSD,0.896986409,0.833760527,0.970588235
Quambalaria_cyanescens,Mock3,Qmin17,kraken2,GSD,0.977238885,0.970016892,0.984569224
Rhodotorula_mucilaginosa,Mock3,Qmin17,kraken2,GSD,0.992252066,0.993792033,0.990716864
Scedosporium_aurantiacum,Mock3,Qmin17,kraken2,GSD,0.967923015,0.94149766,0.995874587
Scedosporium_boydii,Mock3,Qmin17,kraken2,GSD,0.982967515,0.969518531,0.996794872
Sclerotinia_sclerotiorum,Mock3,Qmin17,kraken2,GSD,0.989382619,0.981279251,0.997620936
Sporisorium_scitamineum,Mock3,Qmin17,kraken2,GSD,0.935098364,0.902092941,0.970610687
Trichomonascus_ciferrii,Mock3,Qmin17,kraken2,GSD,0.977789391,0.963439753,0.992572944
Trichosporon_asahii,Mock3,Qmin17,kraken2,GSD,0.982274742,0.984213123,0.98034398
Tuber_brumale,Mock3,Qmin17,kraken2,GSD,0.993390358,0.989926385,0.996878658
Wickerhamomyces_anomalus,Mock3,Qmin17,kraken2,GSD,0.989803922,0.984399376,0.995268139
Yamadazyma_mexicana,Mock3,Qmin17,kraken2,GSD,0.990469931,0.993408042,0.987549148
Yamadazyma_scolyti,Mock3,Qmin17,kraken2,GSD,0.993825154,0.997390737,0.990284974
Yarrowia_lipolytica,Mock3,Qmin17,kraken2,GSD,0.930693069,0.990963855,0.877333333
Zymoseptoria_tritici,Mock3,Qmin17,kraken2,GSD,0.990003225,0.993527508,0.986503856
