MockSpecies,Mock,MinimumSeqQuality,Classifier,Database,F1_Score,Recall,Precision
Candida_parapsilosis,Mock3,Qmin17,emu,NCBI_NoCd,0.984721709,0.971443681,0.998367744
Candida_tropicalis,Mock3,Qmin17,emu,NCBI_NoCd,0.971543846,0.944662388,1
Candida_zeylanoides,Mock3,Qmin17,emu,NCBI_NoCd,0.368098341,0.225564046,1
Cryptococcus_gattii_VGI,Mock3,Qmin17,emu,NCBI_NoCd,0,0,0
Cryptococcus_neoformans_VNIII,Mock3,Qmin17,emu,NCBI_NoCd,0.081330091,0.042388787,1
Diplodia_seriata,Mock3,Qmin17,emu,NCBI_NoCd,0.978617866,0.958130981,1
Fusarium_pseudograminearum,Mock3,Qmin17,emu,NCBI_NoCd,0.972324931,0.94614043,1
Kluyveromyces_lactis,Mock3,Qmin17,emu,NCBI_NoCd,0,0,0
Kluyveromyces_marxianus,Mock3,Qmin17,emu,NCBI_NoCd,0.961207889,0.925681986,0.99956945
Kodamaea_ohmeri,Mock3,Qmin17,emu,NCBI_NoCd,0.978169143,0.957271095,1
Leptosphaeria_maculans,Mock3,Qmin17,emu,NCBI_NoCd,0.977171088,0.955361231,1
Penicillium_chrysogenum,Mock3,Qmin17,emu,NCBI_NoCd,0,0,0
Pichia_kudriavzevii,Mock3,Qmin17,emu,NCBI_NoCd,0.967150433,0.957179771,0.977331005
Pichia_membranifaciens,Mock3,Qmin17,emu,NCBI_NoCd,0.828642785,0.707421079,1
Quambalaria_cyanescens,Mock3,Qmin17,emu,NCBI_NoCd,0.426497278,0.271049597,1
Rhodotorula_mucilaginosa,Mock3,Qmin17,emu,NCBI_NoCd,0.875006471,0.778995249,0.998011458
Scedosporium_aurantiacum,Mock3,Qmin17,emu,NCBI_NoCd,0.769048649,0.62475958,1
Trichomonascus_ciferrii,Mock3,Qmin17,emu,NCBI_NoCd,0.11710626,0.062194832,1
Trichosporon_asahii,Mock3,Qmin17,emu,NCBI_NoCd,0.855063739,0.746822132,1
Tuber_brumale,Mock3,Qmin17,emu,NCBI_NoCd,0.2265003,0.127713751,1
Wickerhamomyces_anomalus,Mock3,Qmin17,emu,NCBI_NoCd,0.371571809,0.228178197,1
Yamadazyma_mexicana,Mock3,Qmin17,emu,NCBI_NoCd,0.989347537,0.979564931,0.999327505
Yamadazyma_scolyti,Mock3,Qmin17,emu,NCBI_NoCd,0.986789596,0.974559687,0.999330356
Yarrowia_lipolytica,Mock3,Qmin17,emu,NCBI_NoCd,0.380262193,0.239959139,0.915622849
Zymoseptoria_tritici,Mock3,Qmin17,emu,NCBI_NoCd,0.981206726,0.963106796,1
